,CellType,x_global,y_global
embryo1_Pos6_cell48_z2,Surface ectoderm,1620.51216696079,1371.33920799294
embryo1_Pos6_cell49_z2,Intermediate mesoderm,1620.83122146408,1366.97446923194
embryo1_Pos6_cell50_z2,Intermediate mesoderm,1620.74885422494,1365.88193147079
embryo1_Pos6_cell51_z2,Surface ectoderm,1621.15115572712,1372.77497347133
embryo1_Pos6_cell52_z2,Surface ectoderm,1620.7225516183,1368.84532980944
embryo1_Pos6_cell53_z2,Surface ectoderm,1620.55344590784,1376.15043370864
embryo1_Pos6_cell54_z2,Intermediate mesoderm,1620.65199741097,1362.14518986192
embryo1_Pos6_cell55_z2,Surface ectoderm,1620.76721818645,1378.88802244164
embryo1_Pos6_cell56_z2,Haematoendothelial progenitors,1620.71112566482,1383.56751069568
embryo1_Pos6_cell57_z2,Haematoendothelial progenitors,1621.05015510547,1363.62208777766
embryo1_Pos6_cell58_z2,Lateral plate mesoderm,1620.82068473519,1360.87669122869
embryo1_Pos6_cell59_z2,Endothelium,1621.75395403215,1365.23750366092
embryo1_Pos6_cell60_z2,Intermediate mesoderm,1621.50178028894,1360.4883874318
embryo1_Pos6_cell61_z2,Haematoendothelial progenitors,1621.22181275986,1384.75188082585
embryo1_Pos6_cell62_z2,Intermediate mesoderm,1621.13215089754,1377.09010652731
embryo1_Pos6_cell63_z2,Intermediate mesoderm,1621.158359375,1388.60643066406
embryo1_Pos6_cell64_z2,Lateral plate mesoderm,1622.0245530802,1389.65257315377
embryo1_Pos6_cell65_z2,Intermediate mesoderm,1621.96392607409,1379.53914557784
embryo1_Pos6_cell66_z2,Haematoendothelial progenitors,1622.05443560008,1386.770146174
embryo1_Pos6_cell67_z2,Haematoendothelial progenitors,1621.79890570239,1370.34856436186
embryo1_Pos6_cell68_z2,Lateral plate mesoderm,1621.48282822149,1381.16179037013
embryo1_Pos6_cell69_z2,Endothelium,1621.71840552761,1384.06147327162
embryo1_Pos6_cell70_z2,Intermediate mesoderm,1621.99458786666,1362.44240707678
embryo1_Pos6_cell71_z2,Lateral plate mesoderm,1622.18680898874,1368.15473441687
embryo1_Pos6_cell72_z2,Haematoendothelial progenitors,1621.82619452722,1382.81392205622
embryo1_Pos6_cell73_z2,Intermediate mesoderm,1621.73675417433,1376.65424900429
embryo1_Pos6_cell74_z2,Intermediate mesoderm,1622.35868083897,1374.70215936917
embryo1_Pos6_cell75_z2,Endothelium,1622.03443007213,1385.39443946312
embryo1_Pos6_cell76_z2,Intermediate mesoderm,1622.59290805049,1387.97579969304
embryo1_Pos6_cell77_z2,Lateral plate mesoderm,1622.80084619615,1390.56016810149
embryo1_Pos6_cell78_z2,Lateral plate mesoderm,1622.51258426914,1378.24028583412
embryo1_Pos6_cell79_z2,Lateral plate mesoderm,1622.67726178402,1381.89479672939
embryo1_Pos6_cell8_z2,Erythroid,1617.39912385761,1380.80142154334
embryo1_Pos6_cell80_z2,Endothelium,1622.74741210938,1371.20351658241
embryo1_Pos6_cell81_z2,Haematoendothelial progenitors,1622.45831607086,1376.18816008391
embryo1_Pos6_cell83_z2,Intermediate mesoderm,1622.58048248291,1361.33250427246
embryo1_Pos6_cell84_z2,Endothelium,1622.8008691018,1380.61631626258
embryo1_Pos6_cell85_z2,Haematoendothelial progenitors,1622.8959089265,1372.82381691262
embryo1_Pos6_cell86_z2,Endothelium,1623.15350007065,1364.90342258378
embryo1_Pos6_cell87_z2,Intermediate mesoderm,1623.50737455217,1366.57060462202
embryo1_Pos6_cell88_z2,Lateral plate mesoderm,1622.85598865568,1384.24812150866
embryo1_Pos6_cell89_z2,Endothelium,1622.94675105168,1377.03428109976
embryo1_Pos6_cell90_z2,Erythroid,1623.11237239036,1360.51543283329
embryo1_Pos6_cell91_z2,Lateral plate mesoderm,1623.68318936847,1363.47373636441
embryo1_Pos6_cell92_z2,Lateral plate mesoderm,1623.03290680165,1382.86678681119
embryo1_Pos6_cell93_z2,Haematoendothelial progenitors,1623.34951009967,1369.44426904382
embryo1_Pos6_cell94_z2,Lateral plate mesoderm,1623.67796636933,1385.20907547225
embryo1_Pos6_cell95_z2,Intermediate mesoderm,1623.84122946628,1361.38600491322
embryo1_Pos6_cell96_z2,Intermediate mesoderm,1623.7786429451,1367.65006289552
embryo1_Pos6_cell97_z2,Endothelium,1623.9012682992,1376.03733341374
embryo1_Pos6_cell98_z2,Endothelium,1623.49836471846,1377.59243716834
embryo1_Pos6_cell99_z2,Lateral plate mesoderm,1623.57368585834,1379.2551383085
embryo1_Pos7_cell10_z2,Gut tube,1645.36812840151,1408.81719353494
embryo1_Pos7_cell100_z2,Haematoendothelial progenitors,1651.42516701845,1391.67262174798
embryo1_Pos7_cell101_z2,Gut tube,1651.81849722854,1401.38333074941
embryo1_Pos7_cell102_z2,Gut tube,1651.37534012754,1394.06725552551
embryo1_Pos7_cell103_z2,Gut tube,1651.4762009034,1399.97297925392
embryo1_Pos7_cell104_z2,Gut tube,1651.31643849499,1410.11010742188
embryo1_Pos7_cell105_z2,Gut tube,1651.40344568201,1411.23704295115
embryo1_Pos7_cell106_z2,Gut tube,1651.73781220407,1418.65767489347
embryo1_Pos7_cell107_z2,Haematoendothelial progenitors,1651.80395507812,1397.95579528809
embryo1_Pos7_cell108_z2,Gut tube,1651.94764293324,1395.36241566051
embryo1_Pos7_cell109_z2,NMP,1652.39661583534,1421.33238647261
embryo1_Pos7_cell11_z2,Gut tube,1645.31663903525,1409.82462186592
embryo1_Pos7_cell110_z2,Haematoendothelial progenitors,1652.42423976873,1393.33485390366
embryo1_Pos7_cell112_z2,Spinal cord,1652.3756843014,1419.92966980865
embryo1_Pos7_cell113_z2,Gut tube,1652.16362158932,1399.55868484725
embryo1_Pos7_cell114_z2,Haematoendothelial progenitors,1652.93936665853,1403.5438724094
embryo1_Pos7_cell115_z2,Spinal cord,1652.38040723009,1416.87867973686
embryo1_Pos7_cell116_z2,Haematoendothelial progenitors,1652.33334707285,1391.77187436587
embryo1_Pos7_cell117_z2,Haematoendothelial progenitors,1652.44536519996,1397.26030015315
embryo1_Pos7_cell118_z2,Haematoendothelial progenitors,1652.44510323661,1396.402457101
embryo1_Pos7_cell119_z2,Haematoendothelial progenitors,1652.80749987317,1405.03942458908
embryo1_Pos7_cell12_z2,Endothelium,1645.41681220062,1411.06471508611
embryo1_Pos7_cell120_z2,Endothelium,1652.84599866365,1398.33374023438
embryo1_Pos7_cell122_z2,Presomitic mesoderm,1652.96921451535,1408.39747029982
embryo1_Pos7_cell123_z2,Haematoendothelial progenitors,1652.9006455102,1395.08308362145
embryo1_Pos7_cell124_z2,Definitive endoderm,1652.89066184215,1406.67404180945
embryo1_Pos7_cell126_z2,Spinal cord,1653.51459773737,1418.37756074656
embryo1_Pos7_cell127_z2,Presomitic mesoderm,1653.79685840792,1401.40326105507
embryo1_Pos7_cell128_z2,Dermomyotome,1653.73334779533,1402.16590753797
embryo1_Pos7_cell129_z2,Dermomyotome,1653.86390251842,1409.53183554052
embryo1_Pos7_cell13_z2,Haematoendothelial progenitors,1646.13613585599,1412.41720589325
embryo1_Pos7_cell130_z2,Spinal cord,1653.76030853574,1417.27921710628
embryo1_Pos7_cell131_z2,Endothelium,1653.33406575521,1396.35864257812
embryo1_Pos7_cell132_z2,Spinal cord,1653.46295802579,1419.70530129649
embryo1_Pos7_cell133_z2,Haematoendothelial progenitors,1653.42383626302,1393.52051595052
embryo1_Pos7_cell134_z2,Presomitic mesoderm,1654.09532945522,1405.85774970019
embryo1_Pos7_cell136_z2,Presomitic mesoderm,1654.06165489784,1407.18306522579
embryo1_Pos7_cell138_z2,Spinal cord,1654.23962792249,1420.3434218798
embryo1_Pos7_cell139_z2,Presomitic mesoderm,1654.0749731171,1403.22324054161
embryo1_Pos7_cell14_z2,Haematoendothelial progenitors,1645.74078287031,1413.36280501156
embryo1_Pos7_cell140_z2,Spinal cord,1654.23013501649,1419.20463688002
embryo1_Pos7_cell141_z2,Presomitic mesoderm,1654.42389565326,1400.80864742631
embryo1_Pos7_cell142_z2,Dermomyotome,1654.47104492188,1408.3811577691
embryo1_Pos7_cell145_z2,Presomitic mesoderm,1654.91300621811,1404.1375906808
embryo1_Pos7_cell146_z2,Presomitic mesoderm,1655.46102218499,1405.10233788402
embryo1_Pos7_cell147_z2,Spinal cord,1654.98584860777,1418.74316030649
embryo1_Pos7_cell148_z2,Presomitic mesoderm,1655.23069196429,1402.30615583147
embryo1_Pos7_cell15_z2,Endothelium,1645.27570452009,1414.02576032366
embryo1_Pos7_cell150_z2,Presomitic mesoderm,1655.74916894164,1409.30271446391
embryo1_Pos7_cell151_z2,Spinal cord,1655.33241798603,1417.95333889311
embryo1_Pos7_cell152_z2,Spinal cord,1655.24285562146,1420.47309128247
embryo1_Pos7_cell153_z2,Presomitic mesoderm,1655.45116592035,1406.96418040206
embryo1_Pos7_cell155_z2,Presomitic mesoderm,1655.30071010045,1403.26554268973
embryo1_Pos7_cell156_z2,Presomitic mesoderm,1655.21334235825,1407.85210779613
embryo1_Pos7_cell157_z2,Spinal cord,1655.53534084413,1419.2928040047
embryo1_Pos7_cell158_z2,Presomitic mesoderm,1655.71943700036,1401.24538782401
embryo1_Pos7_cell159_z2,Presomitic mesoderm,1656.13121996764,1406.10350030237
embryo1_Pos7_cell16_z2,Endothelium,1645.38715069111,1414.78580103165
embryo1_Pos7_cell160_z2,Haematoendothelial progenitors,1656.13372938368,1400.61433919271
embryo1_Pos7_cell161_z2,NMP,1656.26460276685,1420.17710908181
embryo1_Pos7_cell164_z2,Presomitic mesoderm,1656.38839292258,1408.00755186958
embryo1_Pos7_cell165_z2,Presomitic mesoderm,1655.97866210937,1411.92247721354
embryo1_Pos7_cell166_z2,Presomitic mesoderm,1656.3675907435,1403.78885493475
embryo1_Pos7_cell168_z2,Spinal cord,1656.28542269789,1417.50328040728
embryo1_Pos7_cell169_z2,Spinal cord,1656.40489552119,1418.42141012949
embryo1_Pos7_cell17_z2,Endothelium,1645.29493072984,1416.43207957213
embryo1_Pos7_cell170_z2,Presomitic mesoderm,1656.53998881564,1402.38268422272
embryo1_Pos7_cell171_z2,Presomitic mesoderm,1656.92527025799,1413.4255768532
embryo1_Pos7_cell172_z2,Spinal cord,1656.70948880563,1419.42113307849
embryo1_Pos7_cell173_z2,Presomitic mesoderm,1657.27862429151,1412.27117082184
embryo1_Pos7_cell174_z2,Presomitic mesoderm,1657.33349187404,1404.61902910397
embryo1_Pos7_cell175_z2,Presomitic mesoderm,1657.76834422144,1407.26903665477
embryo1_Pos7_cell177_z2,Presomitic mesoderm,1657.2841118045,1401.79332960175
embryo1_Pos7_cell178_z2,Presomitic mesoderm,1657.33994706003,1405.85640265214
embryo1_Pos7_cell179_z2,Presomitic mesoderm,1657.49669074718,1409.2445389993
embryo1_Pos7_cell18_z2,Blood progenitors,1645.65371323144,1418.73661486734
embryo1_Pos7_cell181_z2,Spinal cord,1657.50080419025,1418.94168755639
embryo1_Pos7_cell182_z2,Presomitic mesoderm,1657.47027169842,1403.33901768515
embryo1_Pos7_cell183_z2,Spinal cord,1657.43047590316,1420.66782413167
embryo1_Pos7_cell184_z2,Endothelium,1657.82383776622,1400.14831465217
embryo1_Pos7_cell185_z2,Endothelium,1658.20349420916,1401.13047474644
embryo1_Pos7_cell186_z2,Presomitic mesoderm,1657.9758479967,1410.73029628369
embryo1_Pos7_cell187_z2,Spinal cord,1658.45128463071,1419.95359465205
embryo1_Pos7_cell188_z2,Spinal cord,1658.56273569285,1421.44201026573
embryo1_Pos7_cell189_z2,Presomitic mesoderm,1658.68349084276,1402.30075801288
embryo1_Pos7_cell190_z2,Presomitic mesoderm,1658.65993410403,1404.02814655476
embryo1_Pos7_cell191_z2,Presomitic mesoderm,1658.46881892008,1405.28055262223
embryo1_Pos7_cell192_z2,Presomitic mesoderm,1658.79523464954,1409.55521598111
embryo1_Pos7_cell193_z2,Dermomyotome,1658.89443920863,1417.0592494115
embryo1_Pos7_cell194_z2,Dermomyotome,1659.08068531568,1418.67491456583
embryo1_Pos7_cell195_z2,Presomitic mesoderm,1658.80778764057,1411.71685882113
embryo1_Pos7_cell196_z2,Presomitic mesoderm,1659.17565265685,1408.30826015327
embryo1_Pos7_cell197_z2,Presomitic mesoderm,1658.94743285686,1414.48944293012
embryo1_Pos7_cell198_z2,Endothelium,1659.14465053896,1400.46874567346
embryo1_Pos7_cell199_z2,Presomitic mesoderm,1659.38034408948,1406.07137117752
embryo1_Pos7_cell200_z2,Presomitic mesoderm,1659.887517193,1407.26542762434
embryo1_Pos7_cell201_z2,Dermomyotome,1659.14555902248,1415.44059522675
embryo1_Pos7_cell202_z2,Presomitic mesoderm,1659.65591147759,1413.00035489475
embryo1_Pos7_cell203_z2,Presomitic mesoderm,1659.73632981651,1410.3615237758
embryo1_Pos7_cell204_z2,NMP,1659.93765944458,1420.48061000482
embryo1_Pos7_cell205_z2,Presomitic mesoderm,1659.78029278055,1403.06112873478
embryo1_Pos7_cell206_z2,Presomitic mesoderm,1659.85827636719,1404.75695800781
embryo1_Pos7_cell207_z2,Dermomyotome,1659.63809937056,1416.32924975266
embryo1_Pos7_cell209_z2,Presomitic mesoderm,1660.17025116075,1411.79141441698
embryo1_Pos7_cell21_z2,Endothelium,1646.48167022945,1414.83832572076
embryo1_Pos7_cell210_z2,Presomitic mesoderm,1660.46859936004,1413.8536004682
embryo1_Pos7_cell211_z2,Presomitic mesoderm,1660.21074227183,1415.16540548427
embryo1_Pos7_cell212_z2,Presomitic mesoderm,1660.62206453582,1408.86441013436
embryo1_Pos7_cell213_z2,Presomitic mesoderm,1660.61277687157,1401.60584971669
embryo1_Pos7_cell214_z2,Dermomyotome,1660.59208170573,1418.56964111328
embryo1_Pos7_cell215_z2,Presomitic mesoderm,1660.85065052712,1403.85947371243
embryo1_Pos7_cell216_z2,Presomitic mesoderm,1660.98251860996,1406.20530998182
embryo1_Pos7_cell217_z2,Presomitic mesoderm,1660.79421845217,1416.89164897986
embryo1_Pos7_cell218_z2,Dermomyotome,1661.07781929956,1421.36852992367
embryo1_Pos7_cell219_z2,Presomitic mesoderm,1660.93332354097,1410.33314868214
embryo1_Pos7_cell22_z2,Endothelium,1646.13048001803,1416.2881242488
embryo1_Pos7_cell220_z2,Presomitic mesoderm,1661.50335817003,1405.06810264517
embryo1_Pos7_cell221_z2,Presomitic mesoderm,1661.19654134115,1402.43377278646
embryo1_Pos7_cell222_z2,Presomitic mesoderm,1661.29211540581,1411.93581397556
embryo1_Pos7_cell223_z2,Presomitic mesoderm,1661.48584171695,1415.77751171375
embryo1_Pos7_cell224_z2,Haematoendothelial progenitors,1661.63879621053,1394.5283379309
embryo1_Pos7_cell225_z2,Endothelium,1661.63902037527,1397.93470704649
embryo1_Pos7_cell226_z2,Presomitic mesoderm,1662.44133601777,1412.5513353043
embryo1_Pos7_cell227_z2,Presomitic mesoderm,1662.05220058942,1414.57860418038
embryo1_Pos7_cell228_z2,Dermomyotome,1661.73513493068,1417.93702753631
embryo1_Pos7_cell229_z2,Presomitic mesoderm,1661.7968950502,1407.31076506831
embryo1_Pos7_cell23_z2,Gut tube,1646.04645361849,1408.05646946591
embryo1_Pos7_cell230_z2,Endothelium,1661.57365168233,1393.41412572367
embryo1_Pos7_cell231_z2,Presomitic mesoderm,1662.16578105852,1402.824151731
embryo1_Pos7_cell232_z2,Presomitic mesoderm,1661.65714808873,1413.51749093192
embryo1_Pos7_cell233_z2,Presomitic mesoderm,1661.66941073414,1391.46166992188
embryo1_Pos7_cell234_z2,Presomitic mesoderm,1662.16287209924,1410.74580691059
embryo1_Pos7_cell235_z2,Dermomyotome,1662.15836109835,1419.39827865628
embryo1_Pos7_cell236_z2,Presomitic mesoderm,1662.12107579848,1420.62656537224
embryo1_Pos7_cell237_z2,Presomitic mesoderm,1662.2423343171,1392.29529827579
embryo1_Pos7_cell238_z2,Presomitic mesoderm,1662.35126250077,1395.76085631241
embryo1_Pos7_cell239_z2,Presomitic mesoderm,1662.09216351728,1401.80898109679
embryo1_Pos7_cell24_z2,Haematoendothelial progenitors,1646.57536547112,1410.8105005389
embryo1_Pos7_cell240_z2,Presomitic mesoderm,1662.65061406925,1403.72046358357
embryo1_Pos7_cell241_z2,Presomitic mesoderm,1662.14976304879,1408.32564614887
embryo1_Pos7_cell242_z2,Presomitic mesoderm,1662.50768067358,1409.33255807977
embryo1_Pos7_cell243_z2,Presomitic mesoderm,1662.27619934082,1416.93708292643
embryo1_Pos7_cell244_z2,Presomitic mesoderm,1662.80800063603,1397.2581171481
embryo1_Pos7_cell245_z2,Presomitic mesoderm,1663.06199418379,1400.10239473627
embryo1_Pos7_cell246_z2,Presomitic mesoderm,1662.75713663272,1406.58742504524
embryo1_Pos7_cell247_z2,Haematoendothelial progenitors,1662.81644112723,1393.35675920759
embryo1_Pos7_cell248_z2,Presomitic mesoderm,1662.67512292528,1413.64373613053
embryo1_Pos7_cell249_z2,Dermomyotome,1662.86658993676,1418.37172851562
embryo1_Pos7_cell25_z2,Endothelium,1646.34131579064,1417.24983336434
embryo1_Pos7_cell250_z2,Presomitic mesoderm,1663.90183045081,1398.68439863764
embryo1_Pos7_cell251_z2,Presomitic mesoderm,1662.60453546326,1415.75129419027
embryo1_Pos7_cell252_z2,Presomitic mesoderm,1663.46033291141,1391.45504354714
embryo1_Pos7_cell253_z2,Presomitic mesoderm,1663.46146996758,1405.66516983618
embryo1_Pos7_cell254_z2,Presomitic mesoderm,1663.28836244259,1394.97530802526
embryo1_Pos7_cell255_z2,Dermomyotome,1663.09769993832,1421.50502929687
embryo1_Pos7_cell256_z2,Presomitic mesoderm,1663.07641712284,1401.63230927136
embryo1_Pos7_cell257_z2,Presomitic mesoderm,1663.33256633541,1404.6172823733
embryo1_Pos7_cell258_z2,Presomitic mesoderm,1663.36306204289,1408.33105988198
embryo1_Pos7_cell259_z2,Presomitic mesoderm,1663.61341459128,1419.80641940838
embryo1_Pos7_cell26_z2,Endothelium,1646.70849426204,1409.44266411065
embryo1_Pos7_cell260_z2,Presomitic mesoderm,1663.44665462756,1415.18787589906
embryo1_Pos7_cell261_z2,Dermomyotome,1663.56628806964,1416.74573254043
embryo1_Pos7_cell262_z2,Presomitic mesoderm,1663.8093007332,1410.32723499966
embryo1_Pos7_cell263_z2,Presomitic mesoderm,1664.05206726463,1411.30677591312
embryo1_Pos7_cell264_z2,Presomitic mesoderm,1663.9485810201,1392.93582806901
embryo1_Pos7_cell265_z2,Presomitic mesoderm,1663.86791992188,1396.29881894678
embryo1_Pos7_cell266_z2,Presomitic mesoderm,1664.01171875,1412.37260812953
embryo1_Pos7_cell267_z2,Presomitic mesoderm,1664.13574523926,1403.05440979004
embryo1_Pos7_cell268_z2,Presomitic mesoderm,1664.05853045428,1414.0399890922
embryo1_Pos7_cell269_z2,Presomitic mesoderm,1663.88521902902,1401.08109473173
embryo1_Pos7_cell27_z2,Gut tube,1646.59034264606,1401.87520592731
embryo1_Pos7_cell270_z2,Dermomyotome,1663.9718875558,1418.10125697545
embryo1_Pos7_cell271_z2,Presomitic mesoderm,1664.0258966739,1406.99479934404
embryo1_Pos7_cell272_z2,Presomitic mesoderm,1664.24413995612,1394.35498113763
embryo1_Pos7_cell273_z2,Presomitic mesoderm,1664.52287008351,1397.31206391433
embryo1_Pos7_cell274_z2,Dermomyotome,1664.11616210937,1421.4280843099
embryo1_Pos7_cell275_z2,Presomitic mesoderm,1664.73390262063,1409.33401711416
embryo1_Pos7_cell276_z2,Dermomyotome,1664.6285010269,1420.60094585615
embryo1_Pos7_cell277_z2,Presomitic mesoderm,1664.35875325521,1408.24015082465
embryo1_Pos7_cell278_z2,Dermomyotome,1664.48153118265,1415.22694470636
embryo1_Pos7_cell279_z2,Presomitic mesoderm,1665.32052742722,1402.25786526299
embryo1_Pos7_cell28_z2,Gut tube,1646.87160128139,1403.79595496568
embryo1_Pos7_cell280_z2,Presomitic mesoderm,1664.85380582989,1404.77537285735
embryo1_Pos7_cell281_z2,Presomitic mesoderm,1665.12394853721,1392.00432306151
embryo1_Pos7_cell282_z2,Presomitic mesoderm,1665.15488615253,1395.29811319854
embryo1_Pos7_cell283_z2,Dermomyotome,1665.11566245719,1419.55179125642
embryo1_Pos7_cell284_z2,Presomitic mesoderm,1665.23122844064,1399.90589848863
embryo1_Pos7_cell285_z2,Dermomyotome,1665.03244955347,1416.77014964763
embryo1_Pos7_cell286_z2,Presomitic mesoderm,1665.24838867188,1391.28002929688
embryo1_Pos7_cell287_z2,Presomitic mesoderm,1665.62791549328,1401.01038733194
embryo1_Pos7_cell288_z2,Presomitic mesoderm,1665.28207640684,1413.43235542469
embryo1_Pos7_cell289_z2,Dermomyotome,1665.52256320018,1421.45476396669
embryo1_Pos7_cell29_z2,Gut tube,1646.48709622039,1407.416186189
embryo1_Pos7_cell290_z2,Presomitic mesoderm,1665.2995223999,1393.12091445923
embryo1_Pos7_cell291_z2,Endothelium,1664.84360277016,1407.62075269859
embryo1_Pos7_cell292_z2,Presomitic mesoderm,1664.8351231039,1418.03843343693
embryo1_Pos7_cell293_z2,Haematoendothelial progenitors,1665.23579971767,1406.5029524095
embryo1_Pos7_cell294_z2,Presomitic mesoderm,1665.50004262773,1396.77105422247
embryo1_Pos7_cell295_z2,Presomitic mesoderm,1665.50052039681,1411.64674535291
embryo1_Pos7_cell296_z2,Presomitic mesoderm,1665.23036673819,1403.61197802047
embryo1_Pos7_cell297_z2,Dermomyotome,1665.52805953538,1415.59470535096
embryo1_Pos7_cell298_z2,Presomitic mesoderm,1666.30055881076,1394.45618381076
embryo1_Pos7_cell299_z2,Presomitic mesoderm,1665.97408621652,1410.14445123753
embryo1_Pos7_cell3_z2,Gut tube,1646.07893594958,1400.64544488966
embryo1_Pos7_cell30_z2,Gut tube,1646.5636888587,1405.7836383322
embryo1_Pos7_cell300_z2,Presomitic mesoderm,1665.94165039062,1398.85114080256
embryo1_Pos7_cell301_z2,Endothelium,1665.71755144115,1408.01760193009
embryo1_Pos7_cell302_z2,Dermomyotome,1665.89878320313,1417.86095507813
embryo1_Pos7_cell303_z2,Presomitic mesoderm,1665.95727697082,1405.44603860108
embryo1_Pos7_cell304_z2,Dermomyotome,1666.04677801263,1419.04865087222
embryo1_Pos7_cell305_z2,Presomitic mesoderm,1666.09841811597,1395.93422802489
embryo1_Pos7_cell306_z2,Haematoendothelial progenitors,1666.09288820446,1409.23424771301
embryo1_Pos7_cell307_z2,Presomitic mesoderm,1666.30437920563,1414.39026324418
embryo1_Pos7_cell308_z2,Presomitic mesoderm,1666.4342864473,1398.17621573755
embryo1_Pos7_cell309_z2,Presomitic mesoderm,1667.00734938521,1404.38118913348
embryo1_Pos7_cell31_z2,Gut tube,1647.08108390514,1406.63130259175
embryo1_Pos7_cell310_z2,Presomitic mesoderm,1666.8013764425,1402.84299842984
embryo1_Pos7_cell311_z2,Presomitic mesoderm,1666.98679462845,1406.05488808502
embryo1_Pos7_cell312_z2,Presomitic mesoderm,1666.55599892762,1420.07291241927
embryo1_Pos7_cell313_z2,Presomitic mesoderm,1666.771431621,1391.70639288565
embryo1_Pos7_cell314_z2,Presomitic mesoderm,1666.89855293873,1413.22151021363
embryo1_Pos7_cell315_z2,Presomitic mesoderm,1666.83737146593,1396.95714117504
embryo1_Pos7_cell316_z2,Presomitic mesoderm,1666.83256465677,1410.93868136293
embryo1_Pos7_cell317_z2,Presomitic mesoderm,1667.05881666101,1399.91190769361
embryo1_Pos7_cell318_z2,Presomitic mesoderm,1666.7102593316,1407.53585611979
embryo1_Pos7_cell319_z2,Presomitic mesoderm,1667.29487304687,1408.74021305568
embryo1_Pos7_cell32_z2,Haematoendothelial progenitors,1646.96120987102,1418.95448894623
embryo1_Pos7_cell320_z2,Presomitic mesoderm,1667.49811000945,1393.59538807474
embryo1_Pos7_cell321_z2,Presomitic mesoderm,1666.99031286811,1417.23114487337
embryo1_Pos7_cell322_z2,Dermomyotome,1667.40604166989,1415.26895320049
embryo1_Pos7_cell323_z2,Presomitic mesoderm,1667.51612889711,1412.33277281287
embryo1_Pos7_cell324_z2,Presomitic mesoderm,1667.95858212426,1420.97996935971
embryo1_Pos7_cell325_z2,Dermomyotome,1666.92430145886,1418.30803073182
embryo1_Pos7_cell326_z2,Presomitic mesoderm,1667.67069124123,1401.24720546727
embryo1_Pos7_cell327_z2,Presomitic mesoderm,1667.04619631243,1421.73307953611
embryo1_Pos7_cell328_z2,Presomitic mesoderm,1667.97718206442,1392.23764095666
embryo1_Pos7_cell329_z2,Presomitic mesoderm,1667.99712883531,1407.24681198453
embryo1_Pos7_cell330_z2,Dermomyotome,1668.02390444857,1416.70089929081
embryo1_Pos7_cell331_z2,Presomitic mesoderm,1667.35595703125,1418.90380859375
embryo1_Pos7_cell332_z2,Presomitic mesoderm,1667.55374935557,1395.79138617346
embryo1_Pos7_cell333_z2,Presomitic mesoderm,1667.60302893944,1410.0766681347
embryo1_Pos7_cell334_z2,Presomitic mesoderm,1667.61881844374,1398.33053635006
embryo1_Pos7_cell335_z2,Presomitic mesoderm,1668.17799079349,1411.21400460514
embryo1_Pos7_cell336_z2,Dermomyotome,1668.4662551261,1419.53830122257
embryo1_Pos7_cell337_z2,Presomitic mesoderm,1668.15393746085,1403.12982136954
embryo1_Pos7_cell338_z2,Dermomyotome,1668.30762311586,1418.13290250328
embryo1_Pos7_cell339_z2,Presomitic mesoderm,1668.60929486224,1394.68451999344
embryo1_Pos7_cell34_z2,Gut tube,1647.52557056929,1405.18988985464
embryo1_Pos7_cell340_z2,Presomitic mesoderm,1668.26843203312,1409.4611839769
embryo1_Pos7_cell341_z2,Presomitic mesoderm,1668.47722004168,1397.14688607603
embryo1_Pos7_cell342_z2,Presomitic mesoderm,1668.76573242188,1398.84971679688
embryo1_Pos7_cell343_z2,Presomitic mesoderm,1668.72928504789,1405.38425586995
embryo1_Pos7_cell344_z2,Presomitic mesoderm,1668.55085128083,1413.51781220595
embryo1_Pos7_cell345_z2,Dermomyotome,1668.66247558594,1421.83349609375
embryo1_Pos7_cell346_z2,Presomitic mesoderm,1668.76704977691,1402.04173949928
embryo1_Pos7_cell347_z2,Presomitic mesoderm,1668.73534530248,1395.76088616787
embryo1_Pos7_cell348_z2,Presomitic mesoderm,1668.94955540707,1404.19945775082
embryo1_Pos7_cell349_z2,Presomitic mesoderm,1668.96899414062,1410.34164315683
embryo1_Pos7_cell35_z2,Gut tube,1647.86228418714,1407.65347574249
embryo1_Pos7_cell350_z2,Presomitic mesoderm,1668.97955577397,1400.08035209631
embryo1_Pos7_cell351_z2,Presomitic mesoderm,1669.4597830045,1391.47616525424
embryo1_Pos7_cell352_z2,Presomitic mesoderm,1669.12172388055,1415.4283229497
embryo1_Pos7_cell353_z2,Presomitic mesoderm,1669.60541641177,1411.89791129704
embryo1_Pos7_cell354_z2,Presomitic mesoderm,1669.41964426055,1408.96837924099
embryo1_Pos7_cell355_z2,Presomitic mesoderm,1669.177578125,1393.11626464844
embryo1_Pos7_cell356_z2,Presomitic mesoderm,1669.41383044887,1406.99381723102
embryo1_Pos7_cell357_z2,Presomitic mesoderm,1670.15810332317,1400.98679787627
embryo1_Pos7_cell358_z2,Presomitic mesoderm,1669.61429517726,1417.02378684238
embryo1_Pos7_cell359_z2,Presomitic mesoderm,1669.45175259785,1403.2547903709
embryo1_Pos7_cell36_z2,Haematoendothelial progenitors,1647.88089730248,1411.8051412251
embryo1_Pos7_cell360_z2,Presomitic mesoderm,1669.83973600079,1414.22154466
embryo1_Pos7_cell361_z2,Surface ectoderm,1670.12535295759,1418.5731766183
embryo1_Pos7_cell362_z2,Presomitic mesoderm,1670.19348576821,1393.57907480172
embryo1_Pos7_cell363_z2,Surface ectoderm,1669.77415815606,1420.05164897873
