,CellType,x_global,y_global
embryo1_Pos23_cell352_z2,Mixed mesenchymal mesoderm,1581.09028101679,1486.36946128731
embryo1_Pos23_cell353_z2,Erythroid,1580.38016300073,1500.83472335099
embryo1_Pos23_cell354_z2,Splanchnic mesoderm,1580.50220614347,1509.23813920455
embryo1_Pos23_cell355_z2,Splanchnic mesoderm,1580.43754555734,1503.94907273288
embryo1_Pos23_cell356_z2,Haematoendothelial progenitors,1580.74038752358,1484.80540454294
embryo1_Pos23_cell357_z2,Mixed mesenchymal mesoderm,1580.79565929208,1488.06026027514
embryo1_Pos23_cell358_z2,Mixed mesenchymal mesoderm,1581.04785825962,1489.55508141268
embryo1_Pos23_cell359_z2,Splanchnic mesoderm,1580.9303180197,1507.87347925159
embryo1_Pos23_cell36_z2,Splanchnic mesoderm,1556.81127163756,1486.3519196155
embryo1_Pos23_cell361_z2,Splanchnic mesoderm,1581.10644180329,1505.66588177377
embryo1_Pos23_cell362_z2,Splanchnic mesoderm,1581.24383688197,1506.99306663549
embryo1_Pos23_cell363_z2,Splanchnic mesoderm,1581.55390981339,1503.92372844628
embryo1_Pos23_cell366_z2,Mixed mesenchymal mesoderm,1581.95211752013,1487.6506923359
embryo1_Pos23_cell368_z2,Haematoendothelial progenitors,1582.09223482572,1507.86275766226
embryo1_Pos23_cell369_z2,Splanchnic mesoderm,1582.4245918386,1505.34144973246
embryo1_Pos23_cell37_z2,Splanchnic mesoderm,1556.98281671971,1492.75808678144
embryo1_Pos23_cell370_z2,Splanchnic mesoderm,1582.11160982572,1506.49213404909
embryo1_Pos23_cell371_z2,Mixed mesenchymal mesoderm,1582.76993999535,1489.78276256529
embryo1_Pos23_cell372_z2,Haematoendothelial progenitors,1582.4580078125,1485.8133379962
embryo1_Pos23_cell373_z2,Mixed mesenchymal mesoderm,1583.27306473895,1487.88822924606
embryo1_Pos23_cell374_z2,Splanchnic mesoderm,1582.6259084546,1506.99784045567
embryo1_Pos23_cell375_z2,Haematoendothelial progenitors,1582.77679959327,1508.86605539224
embryo1_Pos23_cell376_z2,Splanchnic mesoderm,1583.19607135117,1504.07803811369
embryo1_Pos23_cell377_z2,Splanchnic mesoderm,1583.12872809333,1506.43732184333
embryo1_Pos23_cell378_z2,Endothelium,1583.58502867312,1507.57510711
embryo1_Pos23_cell379_z2,Endothelium,1583.48675851724,1486.33966337119
embryo1_Pos23_cell38_z2,Cranial mesoderm,1557.2516762301,1511.46828385821
embryo1_Pos23_cell380_z2,Splanchnic mesoderm,1583.69529829791,1502.94557422416
embryo1_Pos23_cell381_z2,Splanchnic mesoderm,1583.96307714237,1498.62500050547
embryo1_Pos23_cell382_z2,Mixed mesenchymal mesoderm,1584.19293383727,1489.10298075203
embryo1_Pos23_cell383_z2,Splanchnic mesoderm,1583.93371932625,1506.00892738761
embryo1_Pos23_cell385_z2,Splanchnic mesoderm,1584.20819091797,1501.80624728733
embryo1_Pos23_cell386_z2,Splanchnic mesoderm,1584.33978450521,1499.76937304687
embryo1_Pos23_cell387_z2,Splanchnic mesoderm,1584.89423942911,1505.22180286152
embryo1_Pos23_cell388_z2,Splanchnic mesoderm,1585.14279262555,1500.87322601546
embryo1_Pos23_cell389_z2,Endothelium,1584.51143419989,1486.34739190463
embryo1_Pos23_cell390_z2,Splanchnic mesoderm,1584.76191121507,1504.06460340595
embryo1_Pos23_cell391_z2,Haematoendothelial progenitors,1585.04047768299,1506.99793952449
embryo1_Pos23_cell392_z2,Splanchnic mesoderm,1585.24534076273,1502.89684544459
embryo1_Pos23_cell393_z2,Mixed mesenchymal mesoderm,1584.90668065149,1489.77472316758
embryo1_Pos23_cell394_z2,Mixed mesenchymal mesoderm,1585.12283222787,1487.52456972263
embryo1_Pos23_cell395_z2,Haematoendothelial progenitors,1585.21580153245,1508.49551908053
embryo1_Pos23_cell397_z2,Mixed mesenchymal mesoderm,1585.51512676945,1489.03495190659
embryo1_Pos23_cell399_z2,Haematoendothelial progenitors,1585.76794640493,1506.04560464115
embryo1_Pos23_cell4_z2,Splanchnic mesoderm,1555.61860627948,1487.40647571492
embryo1_Pos23_cell40_z2,Gut tube,1557.00919388354,1495.13146075654
embryo1_Pos23_cell400_z2,Splanchnic mesoderm,1585.79069143827,1488.01011382556
embryo1_Pos23_cell402_z2,Cranial mesoderm,1585.84001537361,1504.76645411123
embryo1_Pos23_cell41_z2,Gut tube,1557.00639592474,1501.49633369336
embryo1_Pos23_cell42_z2,Gut tube,1557.29877241024,1505.89312881634
embryo1_Pos23_cell43_z2,Haematoendothelial progenitors,1557.25372136148,1509.15962462693
embryo1_Pos23_cell44_z2,Cranial mesoderm,1556.97754042641,1514.25157804862
embryo1_Pos23_cell45_z2,Gut tube,1557.14668104384,1500.18556722005
embryo1_Pos23_cell46_z2,Gut tube,1557.78209424201,1503.25847037512
embryo1_Pos23_cell47_z2,Gut tube,1557.61192491319,1496.63495551215
embryo1_Pos23_cell48_z2,Endothelium,1557.96999046017,1510.15477715935
embryo1_Pos23_cell49_z2,Splanchnic mesoderm,1558.27008386037,1486.36226515997
embryo1_Pos23_cell5_z2,Splanchnic mesoderm,1555.7020792464,1489.23562653439
embryo1_Pos23_cell50_z2,Gut tube,1558.09248413792,1508.02420379109
embryo1_Pos23_cell51_z2,Cranial mesoderm,1558.10462894677,1514.70395467291
embryo1_Pos23_cell52_z2,Splanchnic mesoderm,1558.1100237868,1488.9665404351
embryo1_Pos23_cell53_z2,Gut tube,1558.04295947884,1502.07958428105
embryo1_Pos23_cell54_z2,Gut tube,1558.09637636127,1500.51885567746
embryo1_Pos23_cell55_z2,Splanchnic mesoderm,1558.27900251116,1491.00678710937
embryo1_Pos23_cell56_z2,Splanchnic mesoderm,1558.38237674073,1487.44034715296
embryo1_Pos23_cell57_z2,Splanchnic mesoderm,1558.61125387158,1493.47090161566
embryo1_Pos23_cell58_z2,Splanchnic mesoderm,1558.57423997962,1495.13744409534
embryo1_Pos23_cell59_z2,Splanchnic mesoderm,1558.25982025007,1490.13897621468
embryo1_Pos23_cell6_z2,Splanchnic mesoderm,1555.77542407576,1490.67954920357
embryo1_Pos23_cell60_z2,Gut tube,1558.45268554688,1505.79358855926
embryo1_Pos23_cell61_z2,Splanchnic mesoderm,1558.8207494912,1485.17296850381
embryo1_Pos23_cell62_z2,Gut tube,1558.44734921213,1504.49139714645
embryo1_Pos23_cell63_z2,Splanchnic mesoderm,1558.50530628551,1496.3204909446
embryo1_Pos23_cell64_z2,Splanchnic mesoderm,1558.78031430224,1497.81875230519
embryo1_Pos23_cell66_z2,Splanchnic mesoderm,1559.31701087481,1491.53219943576
embryo1_Pos23_cell67_z2,Gut tube,1559.345909445,1506.44179546378
embryo1_Pos23_cell68_z2,Splanchnic mesoderm,1559.22919921875,1484.36263253348
embryo1_Pos23_cell69_z2,Splanchnic mesoderm,1559.1329897391,1488.27104651952
embryo1_Pos23_cell7_z2,Splanchnic mesoderm,1555.74173856897,1492.1784058675
embryo1_Pos23_cell70_z2,Splanchnic mesoderm,1559.1765745485,1499.37758915889
embryo1_Pos23_cell71_z2,Gut tube,1559.15513589349,1503.72772818552
embryo1_Pos23_cell73_z2,Gut tube,1559.48688383557,1502.16922820561
embryo1_Pos23_cell74_z2,Anterior somitic tissues,1559.21827259141,1514.20072609596
embryo1_Pos23_cell75_z2,Splanchnic mesoderm,1559.17736436632,1489.39906575521
embryo1_Pos23_cell76_z2,Splanchnic mesoderm,1560.03363819611,1490.02392891126
embryo1_Pos23_cell77_z2,Splanchnic mesoderm,1559.4512765067,1497.17867606027
embryo1_Pos23_cell78_z2,Splanchnic mesoderm,1559.59782877604,1496.2165093316
embryo1_Pos23_cell79_z2,Gut tube,1559.81956539297,1500.90367459175
embryo1_Pos23_cell8_z2,Splanchnic mesoderm,1556.56438057907,1493.73135749375
embryo1_Pos23_cell81_z2,Splanchnic mesoderm,1559.84028003018,1486.15741958343
embryo1_Pos23_cell82_z2,Splanchnic mesoderm,1560.47158347587,1487.27555906759
embryo1_Pos23_cell83_z2,Splanchnic mesoderm,1559.80604215639,1493.74981059297
embryo1_Pos23_cell84_z2,Splanchnic mesoderm,1560.4262560256,1492.06670095024
embryo1_Pos23_cell85_z2,Splanchnic mesoderm,1559.99957059511,1495.19190002638
embryo1_Pos23_cell86_z2,Gut tube,1560.52581054687,1504.90956054687
embryo1_Pos23_cell87_z2,Splanchnic mesoderm,1560.28433394551,1488.87255494986
embryo1_Pos23_cell88_z2,Gut tube,1560.58431606328,1503.47808916864
embryo1_Pos23_cell89_z2,Gut tube,1559.99557311276,1507.25100303558
embryo1_Pos23_cell9_z2,Gut tube,1555.75581139977,1494.68748187602
embryo1_Pos23_cell90_z2,Splanchnic mesoderm,1560.13934307039,1497.62881211427
embryo1_Pos23_cell91_z2,Splanchnic mesoderm,1560.28120117187,1499.35416026598
embryo1_Pos23_cell92_z2,Splanchnic mesoderm,1560.47138045873,1484.56475485777
embryo1_Pos23_cell93_z2,Splanchnic mesoderm,1560.73310248985,1494.81630975941
embryo1_Pos23_cell94_z2,Splanchnic mesoderm,1560.74023531763,1493.04062443442
embryo1_Pos23_cell95_z2,Gut tube,1561.07718802787,1506.59635966533
embryo1_Pos23_cell96_z2,Splanchnic mesoderm,1561.22788983926,1496.08484307651
embryo1_Pos23_cell97_z2,Splanchnic mesoderm,1561.06814236111,1485.52439371745
embryo1_Pos23_cell98_z2,Splanchnic mesoderm,1561.55268554687,1502.10924772669
embryo1_Pos23_cell99_z2,Splanchnic mesoderm,1561.00079774378,1499.82052887881
embryo1_Pos24_cell1_z2,Haematoendothelial progenitors,1586.99134750754,1484.83515501071
embryo1_Pos24_cell102_z2,Gut tube,1605.18005327025,1496.52579870121
embryo1_Pos24_cell103_z2,Splanchnic mesoderm,1605.42897158067,1501.9459944435
embryo1_Pos24_cell104_z2,Haematoendothelial progenitors,1605.53478087846,1514.32977092537
embryo1_Pos24_cell105_z2,Definitive endoderm,1605.41914407383,1499.72353388563
embryo1_Pos24_cell106_z2,Splanchnic mesoderm,1605.85557715901,1500.76670292052
embryo1_Pos24_cell108_z2,Splanchnic mesoderm,1606.39736451221,1497.41829413406
embryo1_Pos24_cell110_z2,Splanchnic mesoderm,1606.2990617488,1499.19915189303
embryo1_Pos24_cell111_z2,Splanchnic mesoderm,1606.79636376536,1500.43724751269
embryo1_Pos24_cell112_z2,Endothelium,1607.22846172382,1513.80189922382
embryo1_Pos24_cell113_z2,Erythroid,1606.98404208097,1514.57637162642
embryo1_Pos24_cell114_z2,Splanchnic mesoderm,1607.37428296808,1501.39822693746
embryo1_Pos24_cell115_z2,Intermediate mesoderm,1607.41627670449,1498.88689439868
embryo1_Pos24_cell116_z2,Splanchnic mesoderm,1607.77340350574,1497.70334812599
embryo1_Pos24_cell117_z2,Surface ectoderm,1607.93471087831,1496.61085907907
embryo1_Pos24_cell118_z2,Splanchnic mesoderm,1608.35101004669,1500.11219247602
embryo1_Pos24_cell119_z2,Haematoendothelial progenitors,1609.20347320056,1514.66350046198
embryo1_Pos24_cell12_z2,Haematoendothelial progenitors,1586.94054066051,1487.44131007339
embryo1_Pos24_cell120_z2,Erythroid,1608.70700851626,1513.88426449424
embryo1_Pos24_cell121_z2,Neural crest,1608.93551664807,1497.16440429688
embryo1_Pos24_cell122_z2,Gut tube,1609.32159875321,1498.67691499893
embryo1_Pos24_cell123_z2,Splanchnic mesoderm,1609.98863397747,1496.27143151981
embryo1_Pos24_cell124_z2,Intermediate mesoderm,1609.96129561291,1501.10774639608
embryo1_Pos24_cell125_z2,Haematoendothelial progenitors,1609.71291688269,1500.23267607176
embryo1_Pos24_cell128_z2,Gut tube,1610.00049223175,1497.74592861929
embryo1_Pos24_cell129_z2,Endothelium,1611.19305013021,1501.45544111858
embryo1_Pos24_cell13_z2,Endothelium,1587.55874623374,1505.90249623374
embryo1_Pos24_cell130_z2,Erythroid,1610.77434141578,1513.96645745998
embryo1_Pos24_cell131_z2,Haematoendothelial progenitors,1610.96736419458,1499.89502480047
embryo1_Pos24_cell133_z2,Erythroid,1611.18931390431,1511.97617147146
embryo1_Pos24_cell134_z2,Endothelium,1610.68170815326,1514.79050137134
embryo1_Pos24_cell135_z2,Gut tube,1610.99604178432,1495.12278312469
embryo1_Pos24_cell136_z2,Haematoendothelial progenitors,1611.13486317103,1497.43578550455
embryo1_Pos24_cell137_z2,Erythroid,1610.99969467125,1510.5777070851
embryo1_Pos24_cell138_z2,Gut tube,1611.16265437579,1498.74048837989
embryo1_Pos24_cell14_z2,Splanchnic mesoderm,1587.67484682684,1501.1535310092
embryo1_Pos24_cell143_z2,Haematoendothelial progenitors,1612.06976888021,1498.20597200521
embryo1_Pos24_cell144_z2,Surface ectoderm,1612.03929153914,1496.17171643444
embryo1_Pos24_cell145_z2,Splanchnic mesoderm,1612.32206331107,1494.95623608808
embryo1_Pos24_cell146_z2,Endothelium,1612.71227505193,1499.54092163792
embryo1_Pos24_cell147_z2,Erythroid,1612.35833585497,1513.90877049406
embryo1_Pos24_cell15_z2,Endothelium,1588.32700061943,1486.46219747309
embryo1_Pos24_cell150_z2,Splanchnic mesoderm,1612.60943941495,1497.47767027815
embryo1_Pos24_cell156_z2,Endothelium,1613.87752126533,1498.48393007082
embryo1_Pos24_cell157_z2,Mixed mesenchymal mesoderm,1613.87234883913,1495.22049631775
embryo1_Pos24_cell158_z2,Splanchnic mesoderm,1613.65071950865,1497.51252380876
embryo1_Pos24_cell16_z2,Splanchnic mesoderm,1587.65438289887,1504.24892417919
embryo1_Pos24_cell162_z2,Intermediate mesoderm,1614.44826973351,1494.1973641114
embryo1_Pos24_cell168_z2,Gut tube,1615.18610271297,1492.49408377033
embryo1_Pos24_cell169_z2,Endothelium,1615.25424804687,1498.66362304688
embryo1_Pos24_cell17_z2,Endothelium,1587.77886359776,1485.33158253304
embryo1_Pos24_cell171_z2,Gut tube,1615.43636067708,1496.13736979167
embryo1_Pos24_cell174_z2,Splanchnic mesoderm,1615.86088973625,1493.5164798248
embryo1_Pos24_cell176_z2,Endothelium,1616.06862872326,1514.31174237049
embryo1_Pos24_cell178_z2,Lateral plate mesoderm,1616.35692522756,1491.82943240727
embryo1_Pos24_cell179_z2,Haematoendothelial progenitors,1616.40135821907,1497.56586714764
embryo1_Pos24_cell18_z2,Splanchnic mesoderm,1587.44615677485,1502.64787070657
embryo1_Pos24_cell184_z2,Splanchnic mesoderm,1616.64799221665,1494.02644953941
embryo1_Pos24_cell19_z2,Mixed mesenchymal mesoderm,1588.19287020597,1488.73349047112
embryo1_Pos24_cell2_z2,ExE endoderm,1586.23011610243,1487.33189561632
embryo1_Pos24_cell20_z2,Intermediate mesoderm,1588.2666522332,1500.11684508893
embryo1_Pos24_cell22_z2,Endothelium,1588.85908153804,1506.82046884864
embryo1_Pos24_cell23_z2,Splanchnic mesoderm,1588.50654459144,1502.95883169491
embryo1_Pos24_cell24_z2,Erythroid,1588.72981788958,1495.5892146393
embryo1_Pos24_cell25_z2,Splanchnic mesoderm,1589.25597127279,1500.13963148329
embryo1_Pos24_cell26_z2,Haematoendothelial progenitors,1589.35879871982,1504.51846578602
embryo1_Pos24_cell27_z2,Endothelium,1589.44228860874,1506.04534653172
embryo1_Pos24_cell29_z2,Spinal cord,1589.24107656553,1501.8764061743
embryo1_Pos24_cell3_z2,Mixed mesenchymal mesoderm,1586.82512616284,1488.84204383806
embryo1_Pos24_cell31_z2,Endothelium,1589.09530373598,1484.65107296675
embryo1_Pos24_cell32_z2,Mixed mesenchymal mesoderm,1589.38369880445,1488.58631875395
embryo1_Pos24_cell34_z2,Endothelium,1590.24043979983,1486.31325784717
embryo1_Pos24_cell35_z2,Mixed mesenchymal mesoderm,1590.3142641574,1488.09918592205
embryo1_Pos24_cell36_z2,Endothelium,1590.32720050541,1484.53498616151
embryo1_Pos24_cell38_z2,Splanchnic mesoderm,1590.72568852428,1502.66310581866
embryo1_Pos24_cell39_z2,Surface ectoderm,1591.2609677858,1500.66126850861
embryo1_Pos24_cell40_z2,Splanchnic mesoderm,1590.83575724664,1504.32543032637
embryo1_Pos24_cell41_z2,Haematoendothelial progenitors,1590.93113014915,1505.82777664124
embryo1_Pos24_cell42_z2,Mixed mesenchymal mesoderm,1591.03441210937,1485.37084179688
embryo1_Pos24_cell43_z2,Mixed mesenchymal mesoderm,1591.68546273614,1486.29552188162
embryo1_Pos24_cell44_z2,Mixed mesenchymal mesoderm,1591.7322105851,1487.80341304114
embryo1_Pos24_cell45_z2,Mixed mesenchymal mesoderm,1592.15389437289,1484.91636653966
embryo1_Pos24_cell47_z2,Surface ectoderm,1592.4626719079,1500.17576293011
embryo1_Pos24_cell48_z2,Endothelium,1592.51752029399,1505.41709065651
embryo1_Pos24_cell49_z2,Intermediate mesoderm,1592.76842413734,1501.8307001117
embryo1_Pos24_cell51_z2,Mixed mesenchymal mesoderm,1592.86356295072,1486.62918795072
embryo1_Pos24_cell52_z2,Splanchnic mesoderm,1593.34753100686,1503.75574749113
embryo1_Pos24_cell53_z2,Blood progenitors,1593.22881819244,1506.45389915532
embryo1_Pos24_cell54_z2,Mixed mesenchymal mesoderm,1593.61110623517,1484.37905026206
embryo1_Pos24_cell55_z2,Surface ectoderm,1593.64971923828,1499.8668762207
embryo1_Pos24_cell56_z2,Splanchnic mesoderm,1593.77889737216,1502.5265181108
embryo1_Pos24_cell57_z2,Allantois,1593.8979354276,1485.54772371481
embryo1_Pos24_cell59_z2,Intermediate mesoderm,1594.55570622902,1501.38254426422
embryo1_Pos24_cell61_z2,Splanchnic mesoderm,1595.20540115116,1499.29505233954
embryo1_Pos24_cell62_z2,Surface ectoderm,1594.82991339715,1503.17624323918
embryo1_Pos24_cell63_z2,Erythroid,1595.07653899918,1506.81826378877
embryo1_Pos24_cell67_z2,Splanchnic mesoderm,1596.22993827746,1502.47818615367
embryo1_Pos24_cell68_z2,Splanchnic mesoderm,1596.49133451485,1500.72018771701
embryo1_Pos24_cell7_z2,Splanchnic mesoderm,1586.50001246086,1502.83329718145
embryo1_Pos24_cell71_z2,Erythroid,1596.69553338914,1504.74461093919
embryo1_Pos24_cell72_z2,Spinal cord,1597.54820228228,1498.94113236635
embryo1_Pos24_cell73_z2,Intermediate mesoderm,1597.91011656874,1500.7299313716
embryo1_Pos24_cell75_z2,Endothelium,1598.90234061195,1502.92963415308
embryo1_Pos24_cell76_z2,Splanchnic mesoderm,1598.73860487827,1501.3485074666
embryo1_Pos24_cell77_z2,Haematoendothelial progenitors,1599.09712999132,1504.51700536334
embryo1_Pos24_cell79_z2,Splanchnic mesoderm,1599.70410220667,1498.8025726882
embryo1_Pos24_cell80_z2,Splanchnic mesoderm,1599.88214447373,1501.22478161762
embryo1_Pos24_cell83_z2,Splanchnic mesoderm,1601.28493654606,1498.75359422968
embryo1_Pos24_cell84_z2,Intermediate mesoderm,1601.27454408375,1500.13101558758
embryo1_Pos24_cell85_z2,Splanchnic mesoderm,1601.20376045822,1501.14827416242
embryo1_Pos24_cell87_z2,Intermediate mesoderm,1601.99792008953,1501.55979559248
embryo1_Pos24_cell88_z2,Erythroid,1602.22246520852,1503.7263114334
embryo1_Pos24_cell89_z2,Splanchnic mesoderm,1602.57740380298,1498.04069852281
embryo1_Pos24_cell90_z2,Splanchnic mesoderm,1603.44832120731,1502.33652829778
embryo1_Pos24_cell92_z2,Splanchnic mesoderm,1602.84538434266,1500.19556597084
embryo1_Pos24_cell95_z2,Splanchnic mesoderm,1603.59429859835,1497.86133444393
embryo1_Pos24_cell97_z2,Splanchnic mesoderm,1604.16755937754,1500.20523647217
embryo1_Pos25_cell102_z2,Erythroid,1625.33601662356,1503.37370144267
embryo1_Pos25_cell103_z2,Haematoendothelial progenitors,1625.26479123673,1488.71365989829
embryo1_Pos25_cell105_z2,Erythroid,1625.56358086671,1500.62924896384
embryo1_Pos25_cell108_z2,Haematoendothelial progenitors,1626.14999735414,1489.44778958526
embryo1_Pos25_cell109_z2,Spinal cord,1625.62334447708,1514.1888597029
embryo1_Pos25_cell110_z2,Surface ectoderm,1625.61917671535,1485.44976859715
embryo1_Pos25_cell113_z2,Haematoendothelial progenitors,1625.78016037909,1486.95018711986
embryo1_Pos25_cell117_z2,Spinal cord,1626.07030350899,1512.95918010247
embryo1_Pos25_cell118_z2,Erythroid,1626.19445839289,1492.58364165393
embryo1_Pos25_cell119_z2,Erythroid,1626.22482096354,1496.08816490644
embryo1_Pos25_cell120_z2,Definitive endoderm,1626.06759130084,1510.06627061632
embryo1_Pos25_cell121_z2,Haematoendothelial progenitors,1626.01036834717,1488.04694366455
embryo1_Pos25_cell122_z2,Intermediate mesoderm,1626.73251486614,1484.78546072602
embryo1_Pos25_cell125_z2,Haematoendothelial progenitors,1626.96836705238,1505.88262117974
embryo1_Pos25_cell126_z2,Spinal cord,1626.3649745676,1510.89507567054
embryo1_Pos25_cell127_z2,Spinal cord,1626.69364186232,1511.76751804851
embryo1_Pos25_cell128_z2,Presomitic mesoderm,1626.48064313616,1514.06602260045
embryo1_Pos25_cell135_z2,Definitive endoderm,1627.06768862012,1509.22697142291
embryo1_Pos25_cell136_z2,Erythroid,1627.15863725142,1495.37243696733
embryo1_Pos25_cell139_z2,Gut tube,1627.03849283854,1510.52905273438
embryo1_Pos25_cell14_z2,Spinal cord,1618.25232350419,1494.00681092797
embryo1_Pos25_cell140_z2,Spinal cord,1627.03983956473,1513.25136300223
embryo1_Pos25_cell142_z2,Erythroid,1627.49046918541,1496.44120979714
embryo1_Pos25_cell143_z2,Erythroid,1627.18817608173,1499.18882399339
embryo1_Pos25_cell15_z2,Haematoendothelial progenitors,1618.52277695709,1514.63122496629
embryo1_Pos25_cell150_z2,Spinal cord,1627.833984375,1511.30517578125
embryo1_Pos25_cell151_z2,Definitive endoderm,1628.23173909355,1508.43509875736
embryo1_Pos25_cell152_z2,Spinal cord,1628.05292610125,1510.00766215351
embryo1_Pos25_cell154_z2,Cranial mesoderm,1628.27465051366,1501.48165869525
embryo1_Pos25_cell155_z2,Spinal cord,1627.81302315848,1512.62005130828
embryo1_Pos25_cell159_z2,Haematoendothelial progenitors,1628.20867220418,1484.66807353845
embryo1_Pos25_cell169_z2,Spinal cord,1628.76771763393,1509.25705682664
embryo1_Pos25_cell17_z2,Surface ectoderm,1618.7366440303,1492.50018363315
embryo1_Pos25_cell170_z2,Spinal cord,1629.24019949777,1510.85827770862
embryo1_Pos25_cell171_z2,Spinal cord,1628.96786095961,1511.77383211724
embryo1_Pos25_cell172_z2,Spinal cord,1628.84939993457,1512.90210456654
embryo1_Pos25_cell174_z2,Spinal cord,1628.93297400841,1514.05173220334
embryo1_Pos25_cell177_z2,Haematoendothelial progenitors,1629.39979178239,1500.57209846225
embryo1_Pos25_cell181_z2,Definitive endoderm,1629.35184809847,1507.2517135908
embryo1_Pos25_cell183_z2,Definitive endoderm,1629.60996791295,1506.19237583705
embryo1_Pos25_cell187_z2,Spinal cord,1629.67487750137,1508.84041769463
embryo1_Pos25_cell189_z2,Spinal cord,1630.24971620947,1512.13851143973
embryo1_Pos25_cell191_z2,Spinal cord,1630.10094275841,1513.59147761418
embryo1_Pos25_cell194_z2,Definitive endoderm,1630.24621540083,1505.02326383296
embryo1_Pos25_cell195_z2,Spinal cord,1630.49187825521,1507.83224283854
embryo1_Pos25_cell196_z2,Surface ectoderm,1630.67155178549,1504.09344260027
embryo1_Pos25_cell197_z2,Spinal cord,1630.48251700961,1510.08294706389
embryo1_Pos25_cell2_z2,Lateral plate mesoderm,1617.52901981654,1491.79124330671
embryo1_Pos25_cell201_z2,Definitive endoderm,1630.60461350891,1502.97954161474
embryo1_Pos25_cell202_z2,Haematoendothelial progenitors,1630.90347981771,1501.93495985243
embryo1_Pos25_cell203_z2,Definitive endoderm,1630.39167131696,1506.13664027623
embryo1_Pos25_cell204_z2,Spinal cord,1630.5624611879,1511.07807617187
embryo1_Pos25_cell206_z2,Spinal cord,1630.97111173931,1509.04274516859
embryo1_Pos25_cell208_z2,Haematoendothelial progenitors,1630.8779310216,1492.49852314933
embryo1_Pos25_cell209_z2,Haematoendothelial progenitors,1631.13714153011,1494.06893300622
embryo1_Pos25_cell21_z2,Intermediate mesoderm,1619.77914171758,1491.97730393283
embryo1_Pos25_cell210_z2,Anterior somitic tissues,1630.81777367803,1495.12567469404
embryo1_Pos25_cell213_z2,Spinal cord,1631.19400581024,1507.36819016559
embryo1_Pos25_cell214_z2,Spinal cord,1631.38885421889,1513.03213212664
embryo1_Pos25_cell215_z2,Spinal cord,1631.23245747884,1506.04631551107
embryo1_Pos25_cell219_z2,Spinal cord,1631.90945995887,1505.22015961532
embryo1_Pos25_cell22_z2,Splanchnic mesoderm,1619.53434434048,1494.9878657464
embryo1_Pos25_cell220_z2,Spinal cord,1631.6012420243,1510.22836361291
embryo1_Pos25_cell221_z2,Endothelium,1632.0635435883,1492.81567452269
embryo1_Pos25_cell222_z2,Spinal cord,1631.90785317565,1500.74587562791
embryo1_Pos25_cell223_z2,Intermediate mesoderm,1631.96782842413,1503.19520032728
embryo1_Pos25_cell224_z2,Spinal cord,1631.90394836892,1514.55808869573
embryo1_Pos25_cell225_z2,Spinal cord,1632.91610839844,1504.602890625
embryo1_Pos25_cell227_z2,Spinal cord,1631.91662385974,1508.60447384167
embryo1_Pos25_cell228_z2,Spinal cord,1632.10620676822,1511.78808803613
embryo1_Pos25_cell23_z2,Splanchnic mesoderm,1619.21633034886,1490.41174920715
embryo1_Pos25_cell230_z2,Erythroid,1632.26591197231,1484.77337420428
embryo1_Pos25_cell231_z2,Spinal cord,1632.43354980469,1507.98579589844
embryo1_Pos25_cell232_z2,Spinal cord,1632.77690951515,1502.16065384959
embryo1_Pos25_cell233_z2,Spinal cord,1632.45774996573,1509.44862167626
embryo1_Pos25_cell234_z2,Spinal cord,1632.86388529746,1499.84360825325
embryo1_Pos25_cell235_z2,Spinal cord,1632.58205936316,1506.27707593513
embryo1_Pos25_cell236_z2,Forebrain/Midbrain/Hindbrain,1632.4002859933,1510.43404715402
embryo1_Pos25_cell237_z2,Spinal cord,1632.73546679688,1512.91740950521
embryo1_Pos25_cell241_z2,Spinal cord,1633.01583524964,1511.21202640484
embryo1_Pos25_cell243_z2,Spinal cord,1633.13068899287,1501.32004180632
embryo1_Pos25_cell244_z2,Spinal cord,1633.05428421586,1514.14197229456
embryo1_Pos25_cell245_z2,Spinal cord,1633.01020749935,1508.94562524212
embryo1_Pos25_cell246_z2,Spinal cord,1632.95769963499,1514.77530657659
embryo1_Pos25_cell247_z2,Blood progenitors,1633.22807617188,1484.25698242187
embryo1_Pos25_cell249_z2,Spinal cord,1633.54356863839,1503.54139578683
embryo1_Pos25_cell25_z2,Haematoendothelial progenitors,1619.47084354956,1496.99299450421
embryo1_Pos25_cell250_z2,Spinal cord,1633.87600659427,1496.91522455284
embryo1_Pos25_cell251_z2,Spinal cord,1633.46741440717,1507.08753848805
embryo1_Pos25_cell252_z2,Spinal cord,1633.32165406482,1512.26257686804
embryo1_Pos25_cell253_z2,Spinal cord,1633.49163744823,1497.93207301864
embryo1_Pos25_cell254_z2,Spinal cord,1633.46447223166,1509.7827679178
embryo1_Pos25_cell256_z2,Erythroid,1633.87818064135,1484.87690883903
embryo1_Pos25_cell258_z2,Spinal cord,1633.8800704153,1513.37997275905
embryo1_Pos25_cell26_z2,Splanchnic mesoderm,1619.75443067675,1493.91107130175
embryo1_Pos25_cell260_z2,Spinal cord,1634.09392504422,1510.73858527417
embryo1_Pos25_cell261_z2,Haematoendothelial progenitors,1634.52062955378,1491.70828222393
embryo1_Pos25_cell262_z2,Definitive endoderm,1634.04866440717,1499.88445484835
embryo1_Pos25_cell263_z2,Spinal cord,1634.15777961575,1514.7750601217
