SpotID	CellType
embryo1_Pos11_cell218_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell219_z2	Cranial mesoderm
embryo1_Pos11_cell22_z2	Cranial mesoderm
embryo1_Pos11_cell221_z2	Gut tube
embryo1_Pos11_cell222_z2	Gut tube
embryo1_Pos11_cell223_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell224_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell225_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell226_z2	Gut tube
embryo1_Pos11_cell227_z2	Gut tube
embryo1_Pos11_cell228_z2	Gut tube
embryo1_Pos11_cell229_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell23_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell232_z2	Gut tube
embryo1_Pos11_cell233_z2	Cranial mesoderm
embryo1_Pos11_cell235_z2	Cranial mesoderm
embryo1_Pos11_cell236_z2	Cranial mesoderm
embryo1_Pos11_cell239_z2	Gut tube
embryo1_Pos11_cell240_z2	Cranial mesoderm
embryo1_Pos11_cell242_z2	Cranial mesoderm
embryo1_Pos11_cell243_z2	Gut tube
embryo1_Pos11_cell246_z2	Cranial mesoderm
embryo1_Pos11_cell248_z2	Cranial mesoderm
embryo1_Pos11_cell249_z2	Gut tube
embryo1_Pos11_cell25_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell251_z2	Gut tube
embryo1_Pos11_cell252_z2	Gut tube
embryo1_Pos11_cell253_z2	Cranial mesoderm
embryo1_Pos11_cell254_z2	Cranial mesoderm
embryo1_Pos11_cell255_z2	Cranial mesoderm
embryo1_Pos11_cell256_z2	Gut tube
embryo1_Pos11_cell259_z2	Gut tube
embryo1_Pos11_cell26_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell260_z2	Gut tube
embryo1_Pos11_cell261_z2	Gut tube
embryo1_Pos11_cell262_z2	Gut tube
embryo1_Pos11_cell263_z2	Gut tube
embryo1_Pos11_cell264_z2	Gut tube
embryo1_Pos11_cell265_z2	Gut tube
embryo1_Pos11_cell266_z2	Gut tube
embryo1_Pos11_cell267_z2	Gut tube
embryo1_Pos11_cell268_z2	Gut tube
embryo1_Pos11_cell269_z2	Gut tube
embryo1_Pos11_cell27_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell270_z2	Gut tube
embryo1_Pos11_cell271_z2	Gut tube
embryo1_Pos11_cell273_z2	Gut tube
embryo1_Pos11_cell274_z2	Gut tube
embryo1_Pos11_cell275_z2	Gut tube
embryo1_Pos11_cell276_z2	Gut tube
embryo1_Pos11_cell277_z2	Gut tube
embryo1_Pos11_cell279_z2	Gut tube
embryo1_Pos11_cell28_z2	Endothelium
embryo1_Pos11_cell280_z2	Gut tube
embryo1_Pos11_cell281_z2	Gut tube
embryo1_Pos11_cell282_z2	Gut tube
embryo1_Pos11_cell283_z2	Surface ectoderm
embryo1_Pos11_cell284_z2	Gut tube
embryo1_Pos11_cell285_z2	Splanchnic mesoderm
embryo1_Pos11_cell286_z2	Gut tube
embryo1_Pos11_cell287_z2	Mixed mesenchymal mesoderm
embryo1_Pos11_cell289_z2	Gut tube
embryo1_Pos11_cell29_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell290_z2	Surface ectoderm
embryo1_Pos11_cell291_z2	Endothelium
embryo1_Pos11_cell292_z2	Gut tube
embryo1_Pos11_cell293_z2	Gut tube
embryo1_Pos11_cell294_z2	Gut tube
embryo1_Pos11_cell295_z2	Gut tube
embryo1_Pos11_cell296_z2	Erythroid
embryo1_Pos11_cell297_z2	Endothelium
embryo1_Pos11_cell298_z2	Gut tube
embryo1_Pos11_cell299_z2	Gut tube
embryo1_Pos11_cell3_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell30_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell300_z2	Gut tube
embryo1_Pos11_cell301_z2	Gut tube
embryo1_Pos11_cell302_z2	Splanchnic mesoderm
embryo1_Pos11_cell303_z2	Haematoendothelial progenitors
embryo1_Pos11_cell304_z2	Gut tube
embryo1_Pos11_cell305_z2	Gut tube
embryo1_Pos11_cell306_z2	Gut tube
embryo1_Pos11_cell307_z2	Gut tube
embryo1_Pos11_cell309_z2	Gut tube
embryo1_Pos11_cell31_z2	Endothelium
embryo1_Pos11_cell310_z2	Gut tube
embryo1_Pos11_cell311_z2	Gut tube
embryo1_Pos11_cell312_z2	Gut tube
embryo1_Pos11_cell313_z2	Gut tube
embryo1_Pos11_cell314_z2	Gut tube
embryo1_Pos11_cell315_z2	Gut tube
embryo1_Pos11_cell316_z2	Gut tube
embryo1_Pos11_cell317_z2	Endothelium
embryo1_Pos11_cell318_z2	Gut tube
embryo1_Pos11_cell319_z2	Gut tube
embryo1_Pos11_cell32_z2	Cranial mesoderm
embryo1_Pos11_cell320_z2	Endothelium
embryo1_Pos11_cell321_z2	Gut tube
embryo1_Pos11_cell322_z2	Gut tube
embryo1_Pos11_cell33_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell34_z2	Endothelium
embryo1_Pos11_cell35_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell36_z2	Haematoendothelial progenitors
embryo1_Pos11_cell37_z2	Cranial mesoderm
embryo1_Pos11_cell38_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell39_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell4_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell40_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell41_z2	Cranial mesoderm
embryo1_Pos11_cell42_z2	Cranial mesoderm
embryo1_Pos11_cell43_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell44_z2	Cranial mesoderm
embryo1_Pos11_cell45_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell46_z2	Cranial mesoderm
embryo1_Pos11_cell47_z2	Cranial mesoderm
embryo1_Pos11_cell48_z2	Cranial mesoderm
embryo1_Pos11_cell49_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell5_z2	Spinal cord
embryo1_Pos11_cell50_z2	Cranial mesoderm
embryo1_Pos11_cell51_z2	Cranial mesoderm
embryo1_Pos11_cell52_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell53_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell54_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell55_z2	Cranial mesoderm
embryo1_Pos11_cell56_z2	Cranial mesoderm
embryo1_Pos11_cell59_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell6_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell60_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell61_z2	Cranial mesoderm
embryo1_Pos11_cell62_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell63_z2	Cranial mesoderm
embryo1_Pos11_cell64_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell65_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell66_z2	Endothelium
embryo1_Pos11_cell67_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell68_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell69_z2	Cranial mesoderm
embryo1_Pos11_cell7_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell70_z2	Cranial mesoderm
embryo1_Pos11_cell71_z2	Cranial mesoderm
embryo1_Pos11_cell72_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell73_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell74_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell75_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell76_z2	Cranial mesoderm
embryo1_Pos11_cell77_z2	Cranial mesoderm
embryo1_Pos11_cell78_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell79_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell8_z2	Cranial mesoderm
embryo1_Pos11_cell80_z2	Haematoendothelial progenitors
embryo1_Pos11_cell81_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell82_z2	Cranial mesoderm
embryo1_Pos11_cell83_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell84_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell85_z2	Cranial mesoderm
embryo1_Pos11_cell86_z2	Cranial mesoderm
embryo1_Pos11_cell87_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell88_z2	Cranial mesoderm
embryo1_Pos11_cell9_z2	Haematoendothelial progenitors
embryo1_Pos11_cell90_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell91_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell92_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell93_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell94_z2	Endothelium
embryo1_Pos11_cell95_z2	Cranial mesoderm
embryo1_Pos11_cell96_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos11_cell97_z2	Gut tube
embryo1_Pos11_cell98_z2	Cranial mesoderm
embryo1_Pos11_cell99_z2	Endothelium
embryo1_Pos12_cell10_z2	Cranial mesoderm
embryo1_Pos12_cell100_z2	Gut tube
embryo1_Pos12_cell102_z2	Gut tube
embryo1_Pos12_cell103_z2	Gut tube
embryo1_Pos12_cell106_z2	Gut tube
embryo1_Pos12_cell108_z2	Gut tube
embryo1_Pos12_cell109_z2	Gut tube
embryo1_Pos12_cell110_z2	Gut tube
embryo1_Pos12_cell111_z2	Gut tube
embryo1_Pos12_cell112_z2	Gut tube
embryo1_Pos12_cell115_z2	Gut tube
embryo1_Pos12_cell116_z2	Gut tube
embryo1_Pos12_cell118_z2	Gut tube
embryo1_Pos12_cell119_z2	Gut tube
embryo1_Pos12_cell12_z2	Cranial mesoderm
embryo1_Pos12_cell120_z2	Gut tube
embryo1_Pos12_cell121_z2	Gut tube
embryo1_Pos12_cell122_z2	Gut tube
embryo1_Pos12_cell123_z2	Gut tube
embryo1_Pos12_cell125_z2	Gut tube
embryo1_Pos12_cell126_z2	Gut tube
embryo1_Pos12_cell127_z2	Gut tube
embryo1_Pos12_cell129_z2	Gut tube
embryo1_Pos12_cell13_z2	Cranial mesoderm
embryo1_Pos12_cell130_z2	Gut tube
embryo1_Pos12_cell131_z2	Gut tube
embryo1_Pos12_cell132_z2	Gut tube
embryo1_Pos12_cell133_z2	Gut tube
embryo1_Pos12_cell134_z2	Gut tube
embryo1_Pos12_cell135_z2	Gut tube
embryo1_Pos12_cell136_z2	Gut tube
embryo1_Pos12_cell137_z2	Gut tube
embryo1_Pos12_cell138_z2	Gut tube
embryo1_Pos12_cell139_z2	Gut tube
embryo1_Pos12_cell14_z2	Endothelium
embryo1_Pos12_cell140_z2	Gut tube
embryo1_Pos12_cell141_z2	Gut tube
embryo1_Pos12_cell142_z2	Gut tube
embryo1_Pos12_cell143_z2	Gut tube
embryo1_Pos12_cell144_z2	Gut tube
embryo1_Pos12_cell145_z2	Gut tube
embryo1_Pos12_cell146_z2	Gut tube
embryo1_Pos12_cell147_z2	Gut tube
embryo1_Pos12_cell148_z2	Gut tube
embryo1_Pos12_cell149_z2	Gut tube
embryo1_Pos12_cell15_z2	Cranial mesoderm
embryo1_Pos12_cell150_z2	Gut tube
embryo1_Pos12_cell151_z2	Gut tube
embryo1_Pos12_cell152_z2	Gut tube
embryo1_Pos12_cell154_z2	Splanchnic mesoderm
embryo1_Pos12_cell155_z2	Endothelium
embryo1_Pos12_cell156_z2	Gut tube
embryo1_Pos12_cell157_z2	Endothelium
embryo1_Pos12_cell158_z2	Endothelium
embryo1_Pos12_cell16_z2	Haematoendothelial progenitors
embryo1_Pos12_cell160_z2	Cardiomyocytes
embryo1_Pos12_cell161_z2	Gut tube
embryo1_Pos12_cell162_z2	Endothelium
embryo1_Pos12_cell163_z2	Endothelium
embryo1_Pos12_cell164_z2	Gut tube
embryo1_Pos12_cell165_z2	Splanchnic mesoderm
embryo1_Pos12_cell166_z2	Endothelium
embryo1_Pos12_cell167_z2	Splanchnic mesoderm
embryo1_Pos12_cell168_z2	Endothelium
embryo1_Pos12_cell169_z2	Endothelium
embryo1_Pos12_cell17_z2	Endothelium
embryo1_Pos12_cell170_z2	Endothelium
embryo1_Pos12_cell171_z2	Splanchnic mesoderm
embryo1_Pos12_cell172_z2	Gut tube
embryo1_Pos12_cell173_z2	Gut tube
embryo1_Pos12_cell174_z2	Splanchnic mesoderm
embryo1_Pos12_cell175_z2	Cardiomyocytes
embryo1_Pos12_cell176_z2	Splanchnic mesoderm
embryo1_Pos12_cell177_z2	Splanchnic mesoderm
embryo1_Pos12_cell178_z2	Gut tube
embryo1_Pos12_cell179_z2	Endothelium
embryo1_Pos12_cell18_z2	Haematoendothelial progenitors
embryo1_Pos12_cell180_z2	Gut tube
embryo1_Pos12_cell181_z2	Splanchnic mesoderm
embryo1_Pos12_cell182_z2	Splanchnic mesoderm
embryo1_Pos12_cell183_z2	Definitive endoderm
embryo1_Pos12_cell184_z2	Splanchnic mesoderm
embryo1_Pos12_cell185_z2	Splanchnic mesoderm
embryo1_Pos12_cell186_z2	Haematoendothelial progenitors
embryo1_Pos12_cell187_z2	Splanchnic mesoderm
embryo1_Pos12_cell188_z2	Splanchnic mesoderm
embryo1_Pos12_cell189_z2	Splanchnic mesoderm
embryo1_Pos12_cell19_z2	Spinal cord
embryo1_Pos12_cell190_z2	Splanchnic mesoderm
embryo1_Pos12_cell191_z2	Splanchnic mesoderm
embryo1_Pos12_cell192_z2	Gut tube
embryo1_Pos12_cell194_z2	Splanchnic mesoderm
embryo1_Pos12_cell195_z2	Gut tube
embryo1_Pos12_cell196_z2	Cardiomyocytes
embryo1_Pos12_cell197_z2	Endothelium
embryo1_Pos12_cell198_z2	Endothelium
embryo1_Pos12_cell199_z2	Gut tube
embryo1_Pos12_cell2_z2	Cranial mesoderm
embryo1_Pos12_cell200_z2	Neural crest
embryo1_Pos12_cell201_z2	Surface ectoderm
embryo1_Pos12_cell202_z2	Gut tube
embryo1_Pos12_cell203_z2	Splanchnic mesoderm
embryo1_Pos12_cell204_z2	Cardiomyocytes
embryo1_Pos12_cell205_z2	Endothelium
embryo1_Pos12_cell206_z2	Cardiomyocytes
embryo1_Pos12_cell207_z2	Cardiomyocytes
embryo1_Pos12_cell208_z2	Gut tube
embryo1_Pos12_cell21_z2	Cranial mesoderm
embryo1_Pos12_cell210_z2	Splanchnic mesoderm
embryo1_Pos12_cell211_z2	Cardiomyocytes
embryo1_Pos12_cell212_z2	Endothelium
embryo1_Pos12_cell213_z2	Splanchnic mesoderm
embryo1_Pos12_cell215_z2	Gut tube
embryo1_Pos12_cell218_z2	Erythroid
embryo1_Pos12_cell219_z2	Splanchnic mesoderm
embryo1_Pos12_cell22_z2	Endothelium
embryo1_Pos12_cell220_z2	Gut tube
embryo1_Pos12_cell221_z2	Gut tube
embryo1_Pos12_cell223_z2	Gut tube
embryo1_Pos12_cell225_z2	Gut tube
embryo1_Pos12_cell226_z2	Endothelium
embryo1_Pos12_cell227_z2	Cardiomyocytes
embryo1_Pos12_cell228_z2	Erythroid
embryo1_Pos12_cell229_z2	Cardiomyocytes
embryo1_Pos12_cell23_z2	Haematoendothelial progenitors
embryo1_Pos12_cell230_z2	Cardiomyocytes
embryo1_Pos12_cell232_z2	Gut tube
embryo1_Pos12_cell233_z2	Gut tube
embryo1_Pos12_cell234_z2	Endothelium
embryo1_Pos12_cell236_z2	Cranial mesoderm
embryo1_Pos12_cell237_z2	Endothelium
embryo1_Pos12_cell24_z2	Cranial mesoderm
embryo1_Pos12_cell240_z2	Erythroid
embryo1_Pos12_cell242_z2	Cardiomyocytes
embryo1_Pos12_cell244_z2	Erythroid
embryo1_Pos12_cell245_z2	Cardiomyocytes
embryo1_Pos12_cell247_z2	Cardiomyocytes
embryo1_Pos12_cell248_z2	Erythroid
embryo1_Pos12_cell249_z2	Cardiomyocytes
embryo1_Pos12_cell25_z2	Cranial mesoderm
embryo1_Pos12_cell250_z2	Cardiomyocytes
embryo1_Pos12_cell251_z2	Erythroid
embryo1_Pos12_cell252_z2	Endothelium
embryo1_Pos12_cell253_z2	Erythroid
embryo1_Pos12_cell254_z2	Cardiomyocytes
embryo1_Pos12_cell255_z2	Cardiomyocytes
embryo1_Pos12_cell257_z2	Erythroid
embryo1_Pos12_cell259_z2	Cardiomyocytes
embryo1_Pos12_cell26_z2	Endothelium
embryo1_Pos12_cell260_z2	Cardiomyocytes
embryo1_Pos12_cell261_z2	Cardiomyocytes
embryo1_Pos12_cell262_z2	Cardiomyocytes
embryo1_Pos12_cell263_z2	Erythroid
embryo1_Pos12_cell264_z2	Cardiomyocytes
embryo1_Pos12_cell266_z2	Cardiomyocytes
embryo1_Pos12_cell267_z2	Cardiomyocytes
embryo1_Pos12_cell269_z2	Erythroid
embryo1_Pos12_cell27_z2	Cranial mesoderm
embryo1_Pos12_cell270_z2	Cardiomyocytes
embryo1_Pos12_cell271_z2	Cardiomyocytes
embryo1_Pos12_cell274_z2	Cardiomyocytes
embryo1_Pos12_cell275_z2	Erythroid
embryo1_Pos12_cell276_z2	Cardiomyocytes
embryo1_Pos12_cell279_z2	Cardiomyocytes
embryo1_Pos12_cell280_z2	Endothelium
embryo1_Pos12_cell281_z2	Erythroid
embryo1_Pos12_cell283_z2	Endothelium
embryo1_Pos12_cell284_z2	Endothelium
embryo1_Pos12_cell285_z2	Cardiomyocytes
embryo1_Pos12_cell286_z2	Endothelium
embryo1_Pos12_cell288_z2	Cardiomyocytes
embryo1_Pos12_cell289_z2	Cardiomyocytes
embryo1_Pos12_cell29_z2	Cranial mesoderm
embryo1_Pos12_cell290_z2	Erythroid
embryo1_Pos12_cell291_z2	Erythroid
embryo1_Pos12_cell292_z2	Cardiomyocytes
embryo1_Pos12_cell293_z2	Haematoendothelial progenitors
embryo1_Pos12_cell294_z2	Endothelium
embryo1_Pos12_cell295_z2	Haematoendothelial progenitors
embryo1_Pos12_cell296_z2	Endothelium
embryo1_Pos12_cell297_z2	Cardiomyocytes
embryo1_Pos12_cell30_z2	Endothelium
embryo1_Pos12_cell32_z2	Cranial mesoderm
embryo1_Pos12_cell33_z2	Endothelium
embryo1_Pos12_cell34_z2	Cranial mesoderm
embryo1_Pos12_cell35_z2	Endothelium
embryo1_Pos12_cell36_z2	Cranial mesoderm
embryo1_Pos12_cell37_z2	Endothelium
embryo1_Pos12_cell38_z2	Cranial mesoderm
embryo1_Pos12_cell39_z2	Haematoendothelial progenitors
embryo1_Pos12_cell4_z2	Cranial mesoderm
embryo1_Pos12_cell40_z2	Cranial mesoderm
embryo1_Pos12_cell41_z2	Haematoendothelial progenitors
embryo1_Pos12_cell42_z2	Cranial mesoderm
embryo1_Pos12_cell43_z2	Cranial mesoderm
embryo1_Pos12_cell44_z2	Cranial mesoderm
embryo1_Pos12_cell45_z2	Cranial mesoderm
embryo1_Pos12_cell46_z2	Cranial mesoderm
embryo1_Pos12_cell47_z2	Cranial mesoderm
embryo1_Pos12_cell48_z2	Cranial mesoderm
embryo1_Pos12_cell50_z2	Cranial mesoderm
embryo1_Pos12_cell51_z2	Cranial mesoderm
embryo1_Pos12_cell52_z2	Cranial mesoderm
embryo1_Pos12_cell53_z2	Cranial mesoderm
embryo1_Pos12_cell54_z2	Cranial mesoderm
embryo1_Pos12_cell55_z2	Haematoendothelial progenitors
embryo1_Pos12_cell56_z2	Cranial mesoderm
embryo1_Pos12_cell57_z2	Cranial mesoderm
embryo1_Pos12_cell58_z2	Cranial mesoderm
embryo1_Pos12_cell59_z2	Cranial mesoderm
embryo1_Pos12_cell6_z2	Cranial mesoderm
embryo1_Pos12_cell61_z2	Cranial mesoderm
embryo1_Pos12_cell62_z2	Cranial mesoderm
embryo1_Pos12_cell63_z2	Cranial mesoderm
embryo1_Pos12_cell64_z2	Cranial mesoderm
embryo1_Pos12_cell65_z2	Cranial mesoderm
embryo1_Pos12_cell66_z2	Cranial mesoderm
embryo1_Pos12_cell67_z2	Cranial mesoderm
embryo1_Pos12_cell68_z2	Gut tube
embryo1_Pos12_cell69_z2	Cranial mesoderm
embryo1_Pos12_cell7_z2	Cranial mesoderm
embryo1_Pos12_cell70_z2	Cranial mesoderm
embryo1_Pos12_cell71_z2	Gut tube
embryo1_Pos12_cell72_z2	Cranial mesoderm
embryo1_Pos12_cell73_z2	Cranial mesoderm
embryo1_Pos12_cell74_z2	Cranial mesoderm
embryo1_Pos12_cell75_z2	Gut tube
embryo1_Pos12_cell76_z2	Cranial mesoderm
embryo1_Pos12_cell77_z2	Cranial mesoderm
embryo1_Pos12_cell78_z2	Cranial mesoderm
embryo1_Pos12_cell79_z2	Cranial mesoderm
embryo1_Pos12_cell80_z2	Cranial mesoderm
embryo1_Pos12_cell81_z2	Surface ectoderm
embryo1_Pos12_cell82_z2	Cranial mesoderm
embryo1_Pos12_cell83_z2	Gut tube
embryo1_Pos12_cell84_z2	Cranial mesoderm
embryo1_Pos12_cell85_z2	Gut tube
embryo1_Pos12_cell86_z2	Gut tube
embryo1_Pos12_cell87_z2	Cranial mesoderm
embryo1_Pos12_cell88_z2	Cranial mesoderm
embryo1_Pos12_cell89_z2	Gut tube
embryo1_Pos12_cell9_z2	Cranial mesoderm
embryo1_Pos12_cell90_z2	Anterior somitic tissues
embryo1_Pos12_cell91_z2	Gut tube
embryo1_Pos12_cell92_z2	Gut tube
embryo1_Pos12_cell93_z2	Gut tube
embryo1_Pos12_cell94_z2	Neural crest
embryo1_Pos12_cell95_z2	Cranial mesoderm
embryo1_Pos12_cell96_z2	Gut tube
embryo1_Pos12_cell97_z2	Gut tube
embryo1_Pos12_cell98_z2	Cranial mesoderm
embryo1_Pos12_cell99_z2	Gut tube
embryo1_Pos13_cell10_z2	Cardiomyocytes
embryo1_Pos13_cell100_z2	Cardiomyocytes
embryo1_Pos13_cell101_z2	Cardiomyocytes
embryo1_Pos13_cell103_z2	Cardiomyocytes
embryo1_Pos13_cell105_z2	Endothelium
embryo1_Pos13_cell106_z2	Haematoendothelial progenitors
embryo1_Pos13_cell107_z2	Cardiomyocytes
embryo1_Pos13_cell108_z2	Erythroid
embryo1_Pos13_cell109_z2	Cardiomyocytes
embryo1_Pos13_cell11_z2	Cardiomyocytes
embryo1_Pos13_cell111_z2	Cardiomyocytes
embryo1_Pos13_cell112_z2	Cardiomyocytes
embryo1_Pos13_cell113_z2	Cardiomyocytes
embryo1_Pos13_cell114_z2	Endothelium
embryo1_Pos13_cell115_z2	Mixed mesenchymal mesoderm
embryo1_Pos13_cell116_z2	Mixed mesenchymal mesoderm
embryo1_Pos13_cell117_z2	Cardiomyocytes
embryo1_Pos13_cell118_z2	Endothelium
embryo1_Pos13_cell119_z2	Splanchnic mesoderm
embryo1_Pos13_cell12_z2	Cardiomyocytes
embryo1_Pos13_cell120_z2	Cardiomyocytes
embryo1_Pos13_cell121_z2	Endothelium
embryo1_Pos13_cell122_z2	Mixed mesenchymal mesoderm
embryo1_Pos13_cell123_z2	Cardiomyocytes
embryo1_Pos13_cell124_z2	Mixed mesenchymal mesoderm
embryo1_Pos13_cell125_z2	Cardiomyocytes
embryo1_Pos13_cell126_z2	Cardiomyocytes
embryo1_Pos13_cell127_z2	Splanchnic mesoderm
embryo1_Pos13_cell128_z2	Cardiomyocytes
embryo1_Pos13_cell129_z2	Erythroid
embryo1_Pos13_cell13_z2	Cardiomyocytes
embryo1_Pos13_cell130_z2	Cardiomyocytes
embryo1_Pos13_cell131_z2	Mixed mesenchymal mesoderm
embryo1_Pos13_cell132_z2	Cardiomyocytes
embryo1_Pos13_cell133_z2	Haematoendothelial progenitors
embryo1_Pos13_cell134_z2	Haematoendothelial progenitors
embryo1_Pos13_cell135_z2	Cardiomyocytes
embryo1_Pos13_cell136_z2	Cardiomyocytes
embryo1_Pos13_cell137_z2	Cardiomyocytes
embryo1_Pos13_cell138_z2	Cardiomyocytes
embryo1_Pos13_cell139_z2	Haematoendothelial progenitors
embryo1_Pos13_cell14_z2	Cardiomyocytes
embryo1_Pos13_cell140_z2	Mixed mesenchymal mesoderm
embryo1_Pos13_cell141_z2	Cardiomyocytes
embryo1_Pos13_cell142_z2	Mixed mesenchymal mesoderm
embryo1_Pos13_cell144_z2	Cardiomyocytes
embryo1_Pos13_cell145_z2	Cardiomyocytes
embryo1_Pos13_cell146_z2	Cardiomyocytes
embryo1_Pos13_cell147_z2	Splanchnic mesoderm
embryo1_Pos13_cell148_z2	Mixed mesenchymal mesoderm
embryo1_Pos13_cell149_z2	Cardiomyocytes
embryo1_Pos13_cell15_z2	Endothelium
embryo1_Pos13_cell150_z2	Mixed mesenchymal mesoderm
embryo1_Pos13_cell151_z2	Cardiomyocytes
embryo1_Pos13_cell152_z2	Cardiomyocytes
embryo1_Pos13_cell153_z2	Mixed mesenchymal mesoderm
embryo1_Pos13_cell154_z2	Cardiomyocytes
embryo1_Pos13_cell155_z2	Cardiomyocytes
embryo1_Pos13_cell156_z2	Cardiomyocytes
embryo1_Pos13_cell157_z2	Cardiomyocytes
embryo1_Pos13_cell158_z2	Cardiomyocytes
embryo1_Pos13_cell159_z2	Cardiomyocytes
embryo1_Pos13_cell16_z2	Erythroid
embryo1_Pos13_cell160_z2	Cardiomyocytes
embryo1_Pos13_cell161_z2	Cardiomyocytes
embryo1_Pos13_cell162_z2	Cardiomyocytes
embryo1_Pos13_cell163_z2	Cardiomyocytes
embryo1_Pos13_cell164_z2	Cardiomyocytes
embryo1_Pos13_cell165_z2	Mixed mesenchymal mesoderm
embryo1_Pos13_cell166_z2	Cardiomyocytes
embryo1_Pos13_cell167_z2	Cardiomyocytes
embryo1_Pos13_cell168_z2	Cardiomyocytes
embryo1_Pos13_cell169_z2	Cardiomyocytes
embryo1_Pos13_cell170_z2	Cardiomyocytes
embryo1_Pos13_cell171_z2	Cardiomyocytes
embryo1_Pos13_cell172_z2	Cardiomyocytes
embryo1_Pos13_cell173_z2	Cardiomyocytes
embryo1_Pos13_cell174_z2	Cardiomyocytes
embryo1_Pos13_cell175_z2	Cardiomyocytes
embryo1_Pos13_cell176_z2	Cardiomyocytes
embryo1_Pos13_cell177_z2	Cardiomyocytes
embryo1_Pos13_cell178_z2	Cardiomyocytes
embryo1_Pos13_cell179_z2	Mixed mesenchymal mesoderm
embryo1_Pos13_cell18_z2	Endothelium
embryo1_Pos13_cell181_z2	Cardiomyocytes
embryo1_Pos13_cell182_z2	Cardiomyocytes
embryo1_Pos13_cell183_z2	Cardiomyocytes
embryo1_Pos13_cell184_z2	Cardiomyocytes
embryo1_Pos13_cell185_z2	Cardiomyocytes
embryo1_Pos13_cell186_z2	Cardiomyocytes
embryo1_Pos13_cell187_z2	Cardiomyocytes
embryo1_Pos13_cell188_z2	Cardiomyocytes
embryo1_Pos13_cell189_z2	Cardiomyocytes
embryo1_Pos13_cell19_z2	Endothelium
embryo1_Pos13_cell190_z2	Cardiomyocytes
embryo1_Pos13_cell191_z2	Cardiomyocytes
embryo1_Pos13_cell192_z2	Cardiomyocytes
embryo1_Pos13_cell193_z2	Cardiomyocytes
embryo1_Pos13_cell194_z2	Cardiomyocytes
embryo1_Pos13_cell195_z2	Cardiomyocytes
embryo1_Pos13_cell196_z2	Cardiomyocytes
embryo1_Pos13_cell197_z2	Cardiomyocytes
embryo1_Pos13_cell198_z2	Cardiomyocytes
embryo1_Pos13_cell199_z2	Cardiomyocytes
embryo1_Pos13_cell20_z2	Haematoendothelial progenitors
