SpotID	CellType
embryo1_Pos0_cell100_z2	Erythroid
embryo1_Pos0_cell101_z2	Erythroid
embryo1_Pos0_cell102_z2	Gut tube
embryo1_Pos0_cell105_z2	Erythroid
embryo1_Pos0_cell106_z2	Haematoendothelial progenitors
embryo1_Pos0_cell107_z2	Erythroid
embryo1_Pos0_cell108_z2	Allantois
embryo1_Pos0_cell109_z2	Lateral plate mesoderm
embryo1_Pos0_cell11_z2	Lateral plate mesoderm
embryo1_Pos0_cell110_z2	Gut tube
embryo1_Pos0_cell111_z2	Lateral plate mesoderm
embryo1_Pos0_cell112_z2	Gut tube
embryo1_Pos0_cell113_z2	Erythroid
embryo1_Pos0_cell114_z2	Erythroid
embryo1_Pos0_cell115_z2	Allantois
embryo1_Pos0_cell116_z2	Gut tube
embryo1_Pos0_cell117_z2	Gut tube
embryo1_Pos0_cell118_z2	Haematoendothelial progenitors
embryo1_Pos0_cell119_z2	Erythroid
embryo1_Pos0_cell12_z2	Lateral plate mesoderm
embryo1_Pos0_cell120_z2	Allantois
embryo1_Pos0_cell121_z2	Erythroid
embryo1_Pos0_cell122_z2	Allantois
embryo1_Pos0_cell123_z2	Gut tube
embryo1_Pos0_cell124_z2	Lateral plate mesoderm
embryo1_Pos0_cell125_z2	Gut tube
embryo1_Pos0_cell126_z2	Endothelium
embryo1_Pos0_cell127_z2	Gut tube
embryo1_Pos0_cell128_z2	Endothelium
embryo1_Pos0_cell129_z2	Erythroid
embryo1_Pos0_cell13_z2	Haematoendothelial progenitors
embryo1_Pos0_cell130_z2	Erythroid
embryo1_Pos0_cell131_z2	Erythroid
embryo1_Pos0_cell132_z2	Haematoendothelial progenitors
embryo1_Pos0_cell133_z2	Erythroid
embryo1_Pos0_cell135_z2	Gut tube
embryo1_Pos0_cell136_z2	Allantois
embryo1_Pos0_cell137_z2	Gut tube
embryo1_Pos0_cell139_z2	Erythroid
embryo1_Pos0_cell14_z2	Haematoendothelial progenitors
embryo1_Pos0_cell140_z2	Erythroid
embryo1_Pos0_cell141_z2	Gut tube
embryo1_Pos0_cell142_z2	Gut tube
embryo1_Pos0_cell143_z2	Endothelium
embryo1_Pos0_cell144_z2	Mixed mesenchymal mesoderm
embryo1_Pos0_cell145_z2	Gut tube
embryo1_Pos0_cell146_z2	Endothelium
embryo1_Pos0_cell148_z2	Gut tube
embryo1_Pos0_cell149_z2	Erythroid
embryo1_Pos0_cell15_z2	Intermediate mesoderm
embryo1_Pos0_cell150_z2	Gut tube
embryo1_Pos0_cell151_z2	Erythroid
embryo1_Pos0_cell152_z2	Allantois
embryo1_Pos0_cell153_z2	Gut tube
embryo1_Pos0_cell154_z2	Gut tube
embryo1_Pos0_cell155_z2	Gut tube
embryo1_Pos0_cell156_z2	Allantois
embryo1_Pos0_cell157_z2	Gut tube
embryo1_Pos0_cell159_z2	Gut tube
embryo1_Pos0_cell16_z2	Lateral plate mesoderm
embryo1_Pos0_cell160_z2	Erythroid
embryo1_Pos0_cell161_z2	Gut tube
embryo1_Pos0_cell162_z2	Gut tube
embryo1_Pos0_cell163_z2	Erythroid
embryo1_Pos0_cell164_z2	Gut tube
embryo1_Pos0_cell166_z2	Erythroid
embryo1_Pos0_cell167_z2	Erythroid
embryo1_Pos0_cell168_z2	Endothelium
embryo1_Pos0_cell17_z2	Erythroid
embryo1_Pos0_cell170_z2	Gut tube
embryo1_Pos0_cell171_z2	Gut tube
embryo1_Pos0_cell172_z2	Gut tube
embryo1_Pos0_cell174_z2	Mixed mesenchymal mesoderm
embryo1_Pos0_cell175_z2	Erythroid
embryo1_Pos0_cell176_z2	Erythroid
embryo1_Pos0_cell177_z2	Gut tube
embryo1_Pos0_cell178_z2	Erythroid
embryo1_Pos0_cell179_z2	Allantois
embryo1_Pos0_cell18_z2	Haematoendothelial progenitors
embryo1_Pos0_cell180_z2	Gut tube
embryo1_Pos0_cell181_z2	Gut tube
embryo1_Pos0_cell182_z2	Erythroid
embryo1_Pos0_cell183_z2	Mixed mesenchymal mesoderm
embryo1_Pos0_cell184_z2	Allantois
embryo1_Pos0_cell185_z2	Allantois
embryo1_Pos0_cell186_z2	Gut tube
embryo1_Pos0_cell187_z2	Gut tube
embryo1_Pos0_cell188_z2	Gut tube
embryo1_Pos0_cell189_z2	Erythroid
embryo1_Pos0_cell19_z2	Lateral plate mesoderm
embryo1_Pos0_cell190_z2	Erythroid
embryo1_Pos0_cell191_z2	Erythroid
embryo1_Pos0_cell193_z2	Gut tube
embryo1_Pos0_cell195_z2	Erythroid
embryo1_Pos0_cell196_z2	Gut tube
embryo1_Pos0_cell197_z2	Endothelium
embryo1_Pos0_cell198_z2	Lateral plate mesoderm
embryo1_Pos0_cell199_z2	Gut tube
embryo1_Pos0_cell20_z2	Haematoendothelial progenitors
embryo1_Pos0_cell201_z2	Gut tube
embryo1_Pos0_cell203_z2	Gut tube
embryo1_Pos0_cell204_z2	Gut tube
embryo1_Pos0_cell205_z2	Endothelium
embryo1_Pos0_cell206_z2	Erythroid
embryo1_Pos0_cell207_z2	Endothelium
embryo1_Pos0_cell208_z2	Gut tube
embryo1_Pos0_cell209_z2	Gut tube
embryo1_Pos0_cell21_z2	Endothelium
embryo1_Pos0_cell212_z2	Erythroid
embryo1_Pos0_cell213_z2	Gut tube
embryo1_Pos0_cell215_z2	Gut tube
embryo1_Pos0_cell216_z2	Gut tube
embryo1_Pos0_cell217_z2	Erythroid
embryo1_Pos0_cell218_z2	Gut tube
embryo1_Pos0_cell219_z2	Endothelium
embryo1_Pos0_cell22_z2	Endothelium
embryo1_Pos0_cell221_z2	Erythroid
embryo1_Pos0_cell224_z2	Gut tube
embryo1_Pos0_cell226_z2	Gut tube
embryo1_Pos0_cell227_z2	Endothelium
embryo1_Pos0_cell228_z2	Gut tube
embryo1_Pos0_cell229_z2	Gut tube
embryo1_Pos0_cell23_z2	Haematoendothelial progenitors
embryo1_Pos0_cell230_z2	Gut tube
embryo1_Pos0_cell231_z2	Endothelium
embryo1_Pos0_cell232_z2	Endothelium
embryo1_Pos0_cell233_z2	Endothelium
embryo1_Pos0_cell234_z2	Erythroid
embryo1_Pos0_cell235_z2	Endothelium
embryo1_Pos0_cell237_z2	Haematoendothelial progenitors
embryo1_Pos0_cell238_z2	Endothelium
embryo1_Pos0_cell239_z2	Endothelium
embryo1_Pos0_cell24_z2	Erythroid
embryo1_Pos0_cell240_z2	Endothelium
embryo1_Pos0_cell241_z2	Gut tube
embryo1_Pos0_cell242_z2	Erythroid
embryo1_Pos0_cell243_z2	Erythroid
embryo1_Pos0_cell244_z2	Gut tube
embryo1_Pos0_cell245_z2	Endothelium
embryo1_Pos0_cell246_z2	Gut tube
embryo1_Pos0_cell249_z2	Gut tube
embryo1_Pos0_cell25_z2	Erythroid
embryo1_Pos0_cell250_z2	Endothelium
embryo1_Pos0_cell251_z2	Gut tube
embryo1_Pos0_cell252_z2	Lateral plate mesoderm
embryo1_Pos0_cell253_z2	Endothelium
embryo1_Pos0_cell254_z2	Gut tube
embryo1_Pos0_cell255_z2	Gut tube
embryo1_Pos0_cell256_z2	Gut tube
embryo1_Pos0_cell257_z2	Lateral plate mesoderm
embryo1_Pos0_cell258_z2	Endothelium
embryo1_Pos0_cell259_z2	Lateral plate mesoderm
embryo1_Pos0_cell26_z2	Erythroid
embryo1_Pos0_cell261_z2	Endothelium
embryo1_Pos0_cell262_z2	Gut tube
embryo1_Pos0_cell264_z2	Haematoendothelial progenitors
embryo1_Pos0_cell265_z2	Gut tube
embryo1_Pos0_cell267_z2	Lateral plate mesoderm
embryo1_Pos0_cell268_z2	Lateral plate mesoderm
embryo1_Pos0_cell269_z2	Endothelium
embryo1_Pos0_cell27_z2	Lateral plate mesoderm
embryo1_Pos0_cell270_z2	Gut tube
embryo1_Pos0_cell271_z2	Gut tube
embryo1_Pos0_cell272_z2	Lateral plate mesoderm
embryo1_Pos0_cell273_z2	Lateral plate mesoderm
embryo1_Pos0_cell274_z2	Haematoendothelial progenitors
embryo1_Pos0_cell275_z2	Endothelium
embryo1_Pos0_cell276_z2	Gut tube
embryo1_Pos0_cell277_z2	Gut tube
embryo1_Pos0_cell278_z2	Lateral plate mesoderm
embryo1_Pos0_cell279_z2	Gut tube
embryo1_Pos0_cell28_z2	Lateral plate mesoderm
embryo1_Pos0_cell280_z2	Haematoendothelial progenitors
embryo1_Pos0_cell281_z2	Gut tube
embryo1_Pos0_cell282_z2	Lateral plate mesoderm
embryo1_Pos0_cell283_z2	Gut tube
embryo1_Pos0_cell284_z2	Gut tube
embryo1_Pos0_cell286_z2	Gut tube
embryo1_Pos0_cell287_z2	Gut tube
embryo1_Pos0_cell288_z2	Lateral plate mesoderm
embryo1_Pos0_cell289_z2	Gut tube
embryo1_Pos0_cell29_z2	Erythroid
embryo1_Pos0_cell290_z2	Lateral plate mesoderm
embryo1_Pos0_cell291_z2	Gut tube
embryo1_Pos0_cell292_z2	Gut tube
embryo1_Pos0_cell293_z2	Gut tube
embryo1_Pos0_cell294_z2	Lateral plate mesoderm
embryo1_Pos0_cell295_z2	Blood progenitors
embryo1_Pos0_cell296_z2	Lateral plate mesoderm
embryo1_Pos0_cell297_z2	Gut tube
embryo1_Pos0_cell298_z2	Lateral plate mesoderm
embryo1_Pos0_cell299_z2	Gut tube
embryo1_Pos0_cell30_z2	Lateral plate mesoderm
embryo1_Pos0_cell300_z2	Gut tube
embryo1_Pos0_cell301_z2	Gut tube
embryo1_Pos0_cell302_z2	Lateral plate mesoderm
embryo1_Pos0_cell303_z2	Lateral plate mesoderm
embryo1_Pos0_cell304_z2	Mixed mesenchymal mesoderm
embryo1_Pos0_cell305_z2	Gut tube
embryo1_Pos0_cell306_z2	Lateral plate mesoderm
embryo1_Pos0_cell307_z2	Gut tube
embryo1_Pos0_cell308_z2	Lateral plate mesoderm
embryo1_Pos0_cell309_z2	Gut tube
embryo1_Pos0_cell31_z2	Erythroid
embryo1_Pos0_cell310_z2	Gut tube
embryo1_Pos0_cell311_z2	Lateral plate mesoderm
embryo1_Pos0_cell312_z2	Haematoendothelial progenitors
embryo1_Pos0_cell313_z2	Gut tube
embryo1_Pos0_cell314_z2	Gut tube
embryo1_Pos0_cell315_z2	Haematoendothelial progenitors
embryo1_Pos0_cell316_z2	Gut tube
embryo1_Pos0_cell317_z2	Gut tube
embryo1_Pos0_cell318_z2	Lateral plate mesoderm
embryo1_Pos0_cell320_z2	Lateral plate mesoderm
embryo1_Pos0_cell321_z2	Mixed mesenchymal mesoderm
embryo1_Pos0_cell322_z2	Gut tube
embryo1_Pos0_cell323_z2	Lateral plate mesoderm
embryo1_Pos0_cell324_z2	Mixed mesenchymal mesoderm
embryo1_Pos0_cell325_z2	Gut tube
embryo1_Pos0_cell326_z2	Lateral plate mesoderm
embryo1_Pos0_cell327_z2	Gut tube
embryo1_Pos0_cell328_z2	Gut tube
embryo1_Pos0_cell329_z2	Gut tube
embryo1_Pos0_cell33_z2	Endothelium
embryo1_Pos0_cell330_z2	Lateral plate mesoderm
embryo1_Pos0_cell331_z2	Lateral plate mesoderm
embryo1_Pos0_cell332_z2	Lateral plate mesoderm
embryo1_Pos0_cell333_z2	Lateral plate mesoderm
embryo1_Pos0_cell334_z2	Gut tube
embryo1_Pos0_cell335_z2	Lateral plate mesoderm
embryo1_Pos0_cell336_z2	Lateral plate mesoderm
embryo1_Pos0_cell337_z2	Lateral plate mesoderm
embryo1_Pos0_cell338_z2	Lateral plate mesoderm
embryo1_Pos0_cell339_z2	Gut tube
embryo1_Pos0_cell34_z2	Lateral plate mesoderm
embryo1_Pos0_cell340_z2	Gut tube
embryo1_Pos0_cell341_z2	Lateral plate mesoderm
embryo1_Pos0_cell342_z2	Gut tube
embryo1_Pos0_cell345_z2	Gut tube
embryo1_Pos0_cell346_z2	Gut tube
embryo1_Pos0_cell347_z2	Gut tube
embryo1_Pos0_cell349_z2	Gut tube
embryo1_Pos0_cell35_z2	Blood progenitors
embryo1_Pos0_cell350_z2	Lateral plate mesoderm
embryo1_Pos0_cell351_z2	Haematoendothelial progenitors
embryo1_Pos0_cell353_z2	Lateral plate mesoderm
embryo1_Pos0_cell354_z2	Lateral plate mesoderm
embryo1_Pos0_cell355_z2	Gut tube
embryo1_Pos0_cell356_z2	Lateral plate mesoderm
embryo1_Pos0_cell357_z2	Lateral plate mesoderm
embryo1_Pos0_cell358_z2	Gut tube
embryo1_Pos0_cell36_z2	Endothelium
embryo1_Pos0_cell360_z2	Lateral plate mesoderm
embryo1_Pos0_cell361_z2	Lateral plate mesoderm
embryo1_Pos0_cell362_z2	Lateral plate mesoderm
embryo1_Pos0_cell363_z2	Gut tube
embryo1_Pos0_cell364_z2	Lateral plate mesoderm
embryo1_Pos0_cell365_z2	Endothelium
embryo1_Pos0_cell366_z2	Gut tube
embryo1_Pos0_cell367_z2	Gut tube
embryo1_Pos0_cell368_z2	Lateral plate mesoderm
embryo1_Pos0_cell369_z2	Gut tube
embryo1_Pos0_cell37_z2	Lateral plate mesoderm
embryo1_Pos0_cell370_z2	Lateral plate mesoderm
embryo1_Pos0_cell371_z2	Lateral plate mesoderm
embryo1_Pos0_cell372_z2	Gut tube
embryo1_Pos0_cell373_z2	Lateral plate mesoderm
embryo1_Pos0_cell374_z2	Lateral plate mesoderm
embryo1_Pos0_cell375_z2	Haematoendothelial progenitors
embryo1_Pos0_cell376_z2	Haematoendothelial progenitors
embryo1_Pos0_cell377_z2	Lateral plate mesoderm
embryo1_Pos0_cell378_z2	Lateral plate mesoderm
embryo1_Pos0_cell379_z2	Lateral plate mesoderm
embryo1_Pos0_cell380_z2	Lateral plate mesoderm
embryo1_Pos0_cell381_z2	Lateral plate mesoderm
embryo1_Pos0_cell382_z2	Mixed mesenchymal mesoderm
embryo1_Pos0_cell383_z2	Gut tube
embryo1_Pos0_cell384_z2	Lateral plate mesoderm
embryo1_Pos0_cell385_z2	Gut tube
embryo1_Pos0_cell386_z2	Gut tube
embryo1_Pos0_cell387_z2	Lateral plate mesoderm
embryo1_Pos0_cell388_z2	Gut tube
embryo1_Pos0_cell389_z2	Lateral plate mesoderm
embryo1_Pos0_cell39_z2	Lateral plate mesoderm
embryo1_Pos0_cell390_z2	Lateral plate mesoderm
embryo1_Pos0_cell391_z2	Lateral plate mesoderm
embryo1_Pos0_cell392_z2	Lateral plate mesoderm
embryo1_Pos0_cell393_z2	Endothelium
embryo1_Pos0_cell394_z2	Lateral plate mesoderm
embryo1_Pos0_cell396_z2	Lateral plate mesoderm
embryo1_Pos0_cell397_z2	Gut tube
embryo1_Pos0_cell398_z2	Lateral plate mesoderm
embryo1_Pos0_cell399_z2	Lateral plate mesoderm
embryo1_Pos0_cell4_z2	Erythroid
embryo1_Pos0_cell40_z2	Intermediate mesoderm
embryo1_Pos0_cell400_z2	Lateral plate mesoderm
embryo1_Pos0_cell401_z2	Gut tube
embryo1_Pos0_cell402_z2	Gut tube
embryo1_Pos0_cell403_z2	Lateral plate mesoderm
embryo1_Pos0_cell404_z2	Endothelium
embryo1_Pos0_cell405_z2	Lateral plate mesoderm
embryo1_Pos0_cell406_z2	Lateral plate mesoderm
embryo1_Pos0_cell407_z2	Lateral plate mesoderm
embryo1_Pos0_cell408_z2	Lateral plate mesoderm
embryo1_Pos0_cell409_z2	Lateral plate mesoderm
embryo1_Pos0_cell410_z2	Haematoendothelial progenitors
embryo1_Pos0_cell411_z2	Gut tube
embryo1_Pos0_cell412_z2	Lateral plate mesoderm
embryo1_Pos0_cell413_z2	Endothelium
embryo1_Pos0_cell414_z2	Gut tube
embryo1_Pos0_cell415_z2	Haematoendothelial progenitors
embryo1_Pos0_cell416_z2	Lateral plate mesoderm
embryo1_Pos0_cell417_z2	Haematoendothelial progenitors
embryo1_Pos0_cell418_z2	Lateral plate mesoderm
embryo1_Pos0_cell419_z2	Lateral plate mesoderm
embryo1_Pos0_cell42_z2	Lateral plate mesoderm
embryo1_Pos0_cell420_z2	Lateral plate mesoderm
embryo1_Pos0_cell421_z2	Lateral plate mesoderm
embryo1_Pos0_cell422_z2	Lateral plate mesoderm
embryo1_Pos0_cell423_z2	Lateral plate mesoderm
embryo1_Pos0_cell424_z2	Lateral plate mesoderm
embryo1_Pos0_cell425_z2	Lateral plate mesoderm
embryo1_Pos0_cell426_z2	Lateral plate mesoderm
embryo1_Pos0_cell427_z2	Lateral plate mesoderm
embryo1_Pos0_cell428_z2	Lateral plate mesoderm
embryo1_Pos0_cell429_z2	Lateral plate mesoderm
embryo1_Pos0_cell43_z2	Erythroid
embryo1_Pos0_cell430_z2	Endothelium
embryo1_Pos0_cell431_z2	Lateral plate mesoderm
embryo1_Pos0_cell432_z2	Lateral plate mesoderm
embryo1_Pos0_cell433_z2	Lateral plate mesoderm
embryo1_Pos0_cell434_z2	Lateral plate mesoderm
embryo1_Pos0_cell435_z2	Lateral plate mesoderm
embryo1_Pos0_cell436_z2	Lateral plate mesoderm
embryo1_Pos0_cell437_z2	Lateral plate mesoderm
embryo1_Pos0_cell438_z2	Lateral plate mesoderm
embryo1_Pos0_cell439_z2	Lateral plate mesoderm
embryo1_Pos0_cell44_z2	Erythroid
embryo1_Pos0_cell440_z2	Lateral plate mesoderm
embryo1_Pos0_cell441_z2	Lateral plate mesoderm
embryo1_Pos0_cell442_z2	Lateral plate mesoderm
embryo1_Pos0_cell443_z2	Lateral plate mesoderm
embryo1_Pos0_cell444_z2	Lateral plate mesoderm
embryo1_Pos0_cell445_z2	Lateral plate mesoderm
embryo1_Pos0_cell447_z2	Lateral plate mesoderm
embryo1_Pos0_cell449_z2	Lateral plate mesoderm
embryo1_Pos0_cell45_z2	Erythroid
embryo1_Pos0_cell450_z2	Lateral plate mesoderm
embryo1_Pos0_cell451_z2	Lateral plate mesoderm
embryo1_Pos0_cell452_z2	Lateral plate mesoderm
embryo1_Pos0_cell453_z2	Lateral plate mesoderm
embryo1_Pos0_cell454_z2	Lateral plate mesoderm
embryo1_Pos0_cell455_z2	Lateral plate mesoderm
embryo1_Pos0_cell456_z2	Lateral plate mesoderm
embryo1_Pos0_cell457_z2	Lateral plate mesoderm
embryo1_Pos0_cell458_z2	Splanchnic mesoderm
embryo1_Pos0_cell46_z2	Erythroid
embryo1_Pos0_cell47_z2	Lateral plate mesoderm
embryo1_Pos0_cell48_z2	Endothelium
embryo1_Pos0_cell50_z2	Endothelium
embryo1_Pos0_cell51_z2	Lateral plate mesoderm
embryo1_Pos0_cell53_z2	Lateral plate mesoderm
embryo1_Pos0_cell54_z2	Lateral plate mesoderm
embryo1_Pos0_cell55_z2	Erythroid
embryo1_Pos0_cell56_z2	Lateral plate mesoderm
embryo1_Pos0_cell57_z2	Endothelium
embryo1_Pos0_cell59_z2	Gut tube
embryo1_Pos0_cell61_z2	Lateral plate mesoderm
embryo1_Pos0_cell62_z2	Gut tube
embryo1_Pos0_cell63_z2	Erythroid
embryo1_Pos0_cell64_z2	Lateral plate mesoderm
embryo1_Pos0_cell65_z2	Erythroid
embryo1_Pos0_cell66_z2	Lateral plate mesoderm
embryo1_Pos0_cell67_z2	Lateral plate mesoderm
embryo1_Pos0_cell68_z2	Erythroid
embryo1_Pos0_cell7_z2	Haematoendothelial progenitors
embryo1_Pos0_cell70_z2	Haematoendothelial progenitors
embryo1_Pos0_cell71_z2	Gut tube
embryo1_Pos0_cell72_z2	Gut tube
embryo1_Pos0_cell73_z2	Erythroid
embryo1_Pos0_cell74_z2	Allantois
embryo1_Pos0_cell75_z2	Lateral plate mesoderm
embryo1_Pos0_cell76_z2	Lateral plate mesoderm
embryo1_Pos0_cell77_z2	Gut tube
embryo1_Pos0_cell79_z2	Erythroid
embryo1_Pos0_cell8_z2	Allantois
embryo1_Pos0_cell80_z2	Erythroid
embryo1_Pos0_cell81_z2	Lateral plate mesoderm
embryo1_Pos0_cell82_z2	Erythroid
embryo1_Pos0_cell83_z2	Gut tube
embryo1_Pos0_cell84_z2	Erythroid
embryo1_Pos0_cell85_z2	Erythroid
embryo1_Pos0_cell86_z2	Erythroid
embryo1_Pos0_cell87_z2	Erythroid
embryo1_Pos0_cell88_z2	Lateral plate mesoderm
embryo1_Pos0_cell9_z2	Lateral plate mesoderm
embryo1_Pos0_cell90_z2	Gut tube
embryo1_Pos0_cell91_z2	Endothelium
embryo1_Pos0_cell92_z2	Erythroid
embryo1_Pos0_cell93_z2	Erythroid
embryo1_Pos0_cell94_z2	Allantois
embryo1_Pos0_cell95_z2	Allantois
embryo1_Pos0_cell96_z2	Lateral plate mesoderm
embryo1_Pos0_cell97_z2	Gut tube
embryo1_Pos0_cell98_z2	Allantois
embryo1_Pos0_cell99_z2	Gut tube
embryo1_Pos1_cell1_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell10_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell100_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell101_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell102_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell103_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell104_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell105_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell106_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell108_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell109_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell11_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell110_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell111_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell112_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell113_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell114_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell115_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell116_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell117_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell118_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell12_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell120_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell121_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell122_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell123_z2	Erythroid
embryo1_Pos1_cell124_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell125_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell126_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell127_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell129_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell13_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell130_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell133_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell138_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell14_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell141_z2	Haematoendothelial progenitors
embryo1_Pos1_cell142_z2	Endothelium
embryo1_Pos1_cell144_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell147_z2	Neural crest
embryo1_Pos1_cell148_z2	Cranial mesoderm
embryo1_Pos1_cell149_z2	Endothelium
embryo1_Pos1_cell15_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell150_z2	Erythroid
embryo1_Pos1_cell151_z2	Cranial mesoderm
embryo1_Pos1_cell157_z2	Neural crest
embryo1_Pos1_cell158_z2	Erythroid
embryo1_Pos1_cell159_z2	Haematoendothelial progenitors
embryo1_Pos1_cell160_z2	Neural crest
embryo1_Pos1_cell162_z2	Surface ectoderm
embryo1_Pos1_cell163_z2	Cranial mesoderm
embryo1_Pos1_cell164_z2	Cranial mesoderm
embryo1_Pos1_cell165_z2	Endothelium
embryo1_Pos1_cell168_z2	Endothelium
embryo1_Pos1_cell17_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell170_z2	Neural crest
embryo1_Pos1_cell171_z2	Neural crest
embryo1_Pos1_cell172_z2	Neural crest
embryo1_Pos1_cell173_z2	Neural crest
embryo1_Pos1_cell174_z2	Erythroid
embryo1_Pos1_cell175_z2	Neural crest
embryo1_Pos1_cell176_z2	Neural crest
embryo1_Pos1_cell177_z2	Surface ectoderm
embryo1_Pos1_cell178_z2	Neural crest
embryo1_Pos1_cell18_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell180_z2	Cranial mesoderm
embryo1_Pos1_cell181_z2	Neural crest
embryo1_Pos1_cell182_z2	Surface ectoderm
embryo1_Pos1_cell183_z2	Surface ectoderm
embryo1_Pos1_cell184_z2	Cranial mesoderm
embryo1_Pos1_cell185_z2	Neural crest
embryo1_Pos1_cell186_z2	Surface ectoderm
embryo1_Pos1_cell187_z2	Neural crest
embryo1_Pos1_cell188_z2	Neural crest
embryo1_Pos1_cell189_z2	Neural crest
embryo1_Pos1_cell19_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell190_z2	Neural crest
embryo1_Pos1_cell191_z2	Neural crest
embryo1_Pos1_cell192_z2	Neural crest
embryo1_Pos1_cell193_z2	Haematoendothelial progenitors
embryo1_Pos1_cell194_z2	Neural crest
embryo1_Pos1_cell195_z2	Lateral plate mesoderm
embryo1_Pos1_cell196_z2	Neural crest
embryo1_Pos1_cell197_z2	Neural crest
embryo1_Pos1_cell198_z2	Neural crest
embryo1_Pos1_cell199_z2	Lateral plate mesoderm
embryo1_Pos1_cell2_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell20_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell200_z2	Neural crest
embryo1_Pos1_cell201_z2	Lateral plate mesoderm
embryo1_Pos1_cell202_z2	Mixed mesenchymal mesoderm
embryo1_Pos1_cell203_z2	Neural crest
embryo1_Pos1_cell204_z2	Neural crest
embryo1_Pos1_cell205_z2	Surface ectoderm
embryo1_Pos1_cell206_z2	Lateral plate mesoderm
embryo1_Pos1_cell207_z2	Surface ectoderm
embryo1_Pos1_cell208_z2	Surface ectoderm
embryo1_Pos1_cell209_z2	Surface ectoderm
embryo1_Pos1_cell21_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell210_z2	Surface ectoderm
embryo1_Pos1_cell211_z2	Lateral plate mesoderm
embryo1_Pos1_cell212_z2	Lateral plate mesoderm
embryo1_Pos1_cell213_z2	Surface ectoderm
embryo1_Pos1_cell214_z2	Surface ectoderm
embryo1_Pos1_cell215_z2	Lateral plate mesoderm
embryo1_Pos1_cell216_z2	Surface ectoderm
embryo1_Pos1_cell217_z2	Surface ectoderm
embryo1_Pos1_cell218_z2	Lateral plate mesoderm
embryo1_Pos1_cell219_z2	Surface ectoderm
embryo1_Pos1_cell22_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell220_z2	Surface ectoderm
embryo1_Pos1_cell221_z2	Surface ectoderm
embryo1_Pos1_cell222_z2	Lateral plate mesoderm
embryo1_Pos1_cell223_z2	Surface ectoderm
embryo1_Pos1_cell224_z2	Lateral plate mesoderm
embryo1_Pos1_cell225_z2	Surface ectoderm
embryo1_Pos1_cell226_z2	Lateral plate mesoderm
embryo1_Pos1_cell227_z2	Lateral plate mesoderm
embryo1_Pos1_cell228_z2	Surface ectoderm
embryo1_Pos1_cell229_z2	Lateral plate mesoderm
embryo1_Pos1_cell23_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell230_z2	Surface ectoderm
